No	pt_word	pt_word_art	pt_ipa_PT	pt_ipa_BR	pt_type_gender	pt_notes	en_word	en_ipa_US	en_ipa_UK	en_type	en_marker	en_notes	es_word	es_ipa_ES	es_ipa_LA	es_type_gender	es_marker	es_notes	image	fr_word	fr_word_art	fr_ipa	fr_type_gender	fr_notes	de_word	de_word_art	de_ipa	de_type_gender	de_notes	val_word	val_ipa	cat_ipa	val_type_gender	val_notes	it_word	it_ipa	it_type_gender	it_notes	en_pron	pt_pron	es_pron	fr_pron	de_pron	it_pron	val_pron	tags
32	trinta e dois		/ˈtɾĩtɐ i ˈdojs/	/ˈtɾĩtɐ i ˈdojs/	numeral		thirty-two	/ˈθɜːrti tuː/		numeral			treinta y dos						32	trente-deux		/tʁɑ̃tdø/			zweiunddreißig		/t͡svaɪ̯ʊntˈdʁaɪ̯sɪç/			trenta-i-dos	/tɾen.taˈðos/				trentadue	/trenˈta.dwe/										Numbers Numbers::00_to_100 Numbers::ordinal
33	trinta e três		/ˈtɾĩtɐ i ˈtɾejs/	/ˈtɾĩtɐ i ˈtɾejs/	numeral		thirty-three	/ˈθɜːrti θriː/		numeral			treinta y tres						33	trente-trois		/tʁɑ̃tʁwa/			dreiunddreißig		/dʁaɪ̯ʊntˈdʁaɪ̯sɪç/			trenta-i-tres	/tɾen.taˈtɾes/				trentatre	/trenˈta.tre/										Numbers Numbers::00_to_100 Numbers::ordinal
34	trinta e quatro		/ˈtɾĩtɐ i ˈkwatɾu/	/ˈtɾĩtɐ i ˈkwatɾu/	numeral		thirty-four	/ˈθɜːrti fɔːr/		numeral			treinta y cuatro						34	trente-quatre		/tʁɑ̃katʁ/			vierunddreißig		/fɪɐ̯ʊntˈdʁaɪ̯sɪç/			trenta-i-quatre	/tɾen.taˈkwa.tɾe/				trentaquattro	/trenˈta.kwat.tro/										Numbers Numbers::00_to_100 Numbers::ordinal
35	trinta e cinco		/ˈtɾĩtɐ i ˈsĩku/	/ˈtɾĩtɐ i ˈsĩku/	numeral		thirty-five	/ˈθɜːrti faɪv/		numeral			treinta y cinco						35	trente-cinq		/tʁɑ̃sɛ̃k/			fünfunddreißig		/fʏnfʊntˈdʁaɪ̯sɪç/			trenta-i-cinc	/tɾen.taˈsiŋk/				trentacinque	/tren.taˈtʃiŋ.kwe/										Numbers Numbers::00_to_100 Numbers::ordinal
36	trinta e seis		/ˈtɾĩtɐ i ˈsejs/	/ˈtɾĩtɐ i ˈsejs/	numeral		thirty-six	/ˈθɜːrti sɪks/		numeral			treinta y seis						36	trente-six		/tʁɑ̃sis/			sechsunddreißig		/zɛksʊntˈdʁaɪ̯sɪç/			trenta-i-sis	/tɾen.taˈsis/				trentasei	/trenˈta.sɛi/										Numbers Numbers::00_to_100 Numbers::ordinal
37	trinta e sete		/ˈtɾĩtɐ i ˈsɛtʃi/	/ˈtɾĩtɐ i ˈsɛtʃi/	numeral		thirty-seven	/ˈθɜːrti ˈsɛvən/		numeral			treinta y siete						37	trente-sept		/tʁɑ̃sɛt/			siebenunddreißig		/ˈziːbn̩ʊntˈdʁaɪ̯sɪç/			trenta-i-set	/tɾen.taˈset/				trentasette	/trenˈta.set.te/										Numbers Numbers::00_to_100 Numbers::ordinal
38	trinta e oito		/ˈtɾĩtɐ i ˈojtu/	/ˈtɾĩtɐ i ˈojtu/	numeral		thirty-eight	/ˈθɜːrti eɪt/		numeral			treinta y ocho						38	trente-huit		/tʁɑ̃ɥit/			achtunddreißig		/axtʊntˈdʁaɪ̯sɪç/			trenta-i-vuit	/tɾen.taˈbɥit/				trentotto	/trenˈtɔt.to/										Numbers Numbers::00_to_100 Numbers::ordinal
39	trinta e nove		/ˈtɾĩtɐ i ˈnɔvi/	/ˈtɾĩtɐ i ˈnɔvi/	numeral		thirty-nine	/ˈθɜːrti naɪn/		numeral			treinta y nueve						39	trente-neuf		/tʁɑ̃nœf/			neununddreißig		/nɔʏ̯nʊntˈdʁaɪ̯sɪç/			trenta-i-nou	/tɾen.taˈnɔw/				trentanove	/trenˈta.nɔ.ve/										Numbers Numbers::00_to_100 Numbers::ordinal
41	quarenta e um		/kɐˈɾẽtɐ i ˈũ/	/kaˈɾẽtɐ i ˈũ/	numeral		forty-one	/ˈfɔːrti wʌn/		numeral			cuarenta y un						41	quarante et un		/kaʁɑ̃teœ̃/			einundvierzig		/aɪ̯nʊntˈfɪɐ̯tsɪç/			quaranta-i-un	/kwaˈɾan.taˈjun/				quarantuno	/kwaˈrantu.no/										Numbers Numbers::00_to_100 Numbers::ordinal
42	quarenta e dois		/kɐˈɾẽtɐ i ˈdojs/	/kaˈɾẽtɐ i ˈdojs/	numeral		forty-two	/ˈfɔːrti tuː/		numeral			cuarenta y dos						42	quarante-deux		/kaʁɑ̃tdø/			zweiundvierzig		/t͡svaɪ̯ʊntˈfɪɐ̯tsɪç/			quaranta-i-dos	/kwaˈɾan.taˈðos/				quarantadue	/kwaˈran.ta.dwe/										Numbers Numbers::00_to_100 Numbers::ordinal
43	quarenta e três		/kɐˈɾẽtɐ i ˈtɾejs/	/kaˈɾẽtɐ i ˈtɾejs/	numeral		forty-three	/ˈfɔːrti θriː/		numeral			cuarenta y tres						43	quarante-trois		/kaʁɑ̃tʁwa/			dreiundvierzig		/dʁaɪ̯ʊntˈfɪɐ̯tsɪç/			quaranta-i-tres	/kwaˈɾan.taˈtɾes/				quarantatre	/kwaˈran.ta.tre/										Numbers Numbers::00_to_100 Numbers::ordinal
44	quarenta e quatro		/kɐˈɾẽtɐ i ˈkwatɾu/	/kaˈɾẽtɐ i ˈkwatɾu/	numeral		forty-four	/ˈfɔːrti fɔːr/		numeral			cuarenta y cuatro						44	quarante-quatre		/kaʁɑ̃katʁ/			vierundvierzig		/fɪɐ̯ʊntˈfɪɐ̯tsɪç/			quaranta-i-quatre	/kwaˈɾan.taˈkwa.tɾe/				quarantaquattro	/kwaˈran.ta.kwat.tro/										Numbers Numbers::00_to_100 Numbers::ordinal
45	quarenta e cinco		/kɐˈɾẽtɐ i ˈsĩku/	/kaˈɾẽtɐ i ˈsĩku/	numeral		forty-five	/ˈfɔːrti faɪv/		numeral			cuarenta y cinco						45	quarante-cinq		/kaʁɑ̃sɛ̃k/			fünfundvierzig		/fʏnfʊntˈfɪɐ̯tsɪç/			quaranta-i-cinc	/kwaˈɾan.taˈsiŋk/				quarantacinque	/kwa.ran.taˈtʃiŋ.kwe/										Numbers Numbers::00_to_100 Numbers::ordinal
46	quarenta e seis		/kɐˈɾẽtɐ i ˈsejs/	/kaˈɾẽtɐ i ˈsejs/	numeral		forty-six	/ˈfɔːrti sɪks/		numeral			cuarenta y seis						46	quarante-six		/kaʁɑ̃sis/			sechsundvierzig		/zɛksʊntˈfɪɐ̯tsɪç/			quaranta-i-sis	/kwaˈɾan.taˈsis/				quarantasei	/kwaˈran.ta.sɛi/										Numbers Numbers::00_to_100 Numbers::ordinal
47	quarenta e sete		/kɐˈɾẽtɐ i ˈsɛtʃi/	/kaˈɾẽtɐ i ˈsɛtʃi/	numeral		forty-seven	/ˈfɔːrti ˈsɛvən/		numeral			cuarenta y siete						47	quarante-sept		/kaʁɑ̃sɛt/			siebenundvierzig		/ˈziːbn̩ʊntˈfɪɐ̯tsɪç/			quaranta-i-set	/kwaˈɾan.taˈset/				quarantasette	/kwaˈran.ta.set.te/										Numbers Numbers::00_to_100 Numbers::ordinal
48	quarenta e oito		/kɐˈɾẽtɐ i ˈojtu/	/kaˈɾẽtɐ i ˈojtu/	numeral		forty-eight	/ˈfɔːrti eɪt/		numeral			cuarenta y ocho						48	quarante-huit		/kaʁɑ̃ɥit/			achtundvierzig		/axtʊntˈfɪɐ̯tsɪç/			quaranta-i-vuit	/kwaˈɾan.taˈbɥit/				quarantotto	/kwaˈrɔt.to/										Numbers Numbers::00_to_100 Numbers::ordinal
49	quarenta e nove		/kɐˈɾẽtɐ i ˈnɔvi/	/kaˈɾẽtɐ i ˈnɔvi/	numeral		forty-nine	/ˈfɔːrti naɪn/		numeral			cuarenta y nueve						49	quarante-neuf		/kaʁɑ̃nœf/			neunundvierzig		/nɔʏ̯nʊntˈfɪɐ̯tsɪç/			quaranta-i-nou	/kwaˈɾan.taˈnɔw/				quarantanove	/kwaˈran.ta.nɔ.ve/										Numbers Numbers::00_to_100 Numbers::ordinal
51	cinquenta e um		/sĩˈkwẽtɐ i ˈũ/	/sĩˈkwẽtɐ i ˈũ/	numeral		fifty-one	/ˈfɪfti wʌn/		numeral			cincuenta y un						51	cinquante et un		/sɛ̃kɑ̃teœ̃/			einundfünfzig		/aɪ̯nʊntˈfʏnt͡sɪç/			cinquanta-i-un	/siŋˈkwan.taˈjun/				cinquantuno	/tʃiŋˈkwan.tu.no/										Numbers Numbers::00_to_100 Numbers::ordinal
52	cinquenta e dois		/sĩˈkwẽtɐ i ˈdojs/	/sĩˈkwẽtɐ i ˈdojs/	numeral		fifty-two	/ˈfɪfti tuː/		numeral			cincuenta y dos						52	cinquante-deux		/sɛ̃kɑ̃tdø/			zweiundfünfzig		/t͡svaɪ̯ʊntˈfʏnt͡sɪç/			cinquanta-i-dos	/siŋˈkwan.taˈðos/				cinquantadue	/tʃiŋˈkwan.ta.dwe/										Numbers Numbers::00_to_100 Numbers::ordinal
53	cinquenta e três		/sĩˈkwẽtɐ i ˈtɾejs/	/sĩˈkwẽtɐ i ˈtɾejs/	numeral		fifty-three	/ˈfɪfti θriː/		numeral			cincuenta y tres						53	cinquante-trois		/sɛ̃kɑ̃tʁwa/			dreiundfünfzig		/dʁaɪ̯ʊntˈfʏnt͡sɪç/			cinquanta-i-tres	/siŋˈkwan.taˈtɾes/				cinquantatre	/tʃiŋˈkwan.ta.tre/										Numbers Numbers::00_to_100 Numbers::ordinal
54	cinquenta e quatro		/sĩˈkwẽtɐ i ˈkwatɾu/	/sĩˈkwẽtɐ i ˈkwatɾu/	numeral		fifty-four	/ˈfɪfti fɔːr/		numeral			cincuenta y cuatro						54	cinquante-quatre		/sɛ̃kɑ̃katʁ/			vierundfünfzig		/fɪɐ̯ʊntˈfʏnt͡sɪç/			cinquanta-i-quatre	/siŋˈkwan.taˈkwa.tɾe/				cinquantaquattro	/tʃiŋˈkwan.ta.kwat.tro/										Numbers Numbers::00_to_100 Numbers::ordinal
55	cinquenta e cinco		/sĩˈkwẽtɐ i ˈsĩku/	/sĩˈkwẽtɐ i ˈsĩku/	numeral		fifty-five	/ˈfɪfti faɪv/		numeral			cincuenta y cinco						55	cinquante-cinq		/sɛ̃kɑ̃sɛ̃k/			fünfundfünfzig		/fʏnfʊntˈfʏnt͡sɪç/			cinquanta-i-cinc	/siŋˈkwan.taˈsiŋk/				cinquantacinque	/tʃiŋ.kwan.taˈtʃiŋ.kwe/										Numbers Numbers::00_to_100 Numbers::ordinal
56	cinquenta e seis		/sĩˈkwẽtɐ i ˈsejs/	/sĩˈkwẽtɐ i ˈsejs/	numeral		fifty-six	/ˈfɪfti sɪks/		numeral			cincuenta y seis						56	cinquante-six		/sɛ̃kɑ̃sis/			sechsundfünfzig		/zɛksʊntˈfʏnt͡sɪç/			cinquanta-i-sis	/siŋˈkwan.taˈsis/				cinquantasei	/tʃiŋˈkwan.ta.sɛi/										Numbers Numbers::00_to_100 Numbers::ordinal
57	cinquenta e sete		/sĩˈkwẽtɐ i ˈsɛtʃi/	/sĩˈkwẽtɐ i ˈsɛtʃi/	numeral		fifty-seven	/ˈfɪfti ˈsɛvən/		numeral			cincuenta y siete						57	cinquante-sept		/sɛ̃kɑ̃sɛt/			siebenundfünfzig		/ˈziːbn̩ʊntˈfʏnt͡sɪç/			cinquanta-i-set	/siŋˈkwan.taˈset/				cinquantasette	/tʃiŋˈkwan.ta.set.te/										Numbers Numbers::00_to_100 Numbers::ordinal
58	cinquenta e oito		/sĩˈkwẽtɐ i ˈojtu/	/sĩˈkwẽtɐ i ˈojtu/	numeral		fifty-eight	/ˈfɪfti eɪt/		numeral			cincuenta y ocho						58	cinquante-huit		/sɛ̃kɑ̃ɥit/			achtundfünfzig		/axtʊntˈfʏnt͡sɪç/			cinquanta-i-vuit	/siŋˈkwan.taˈbɥit/				cinquantotto	/tʃiŋˈkwan.tɔt.to/										Numbers Numbers::00_to_100 Numbers::ordinal
59	cinquenta e nove		/sĩˈkwẽtɐ i ˈnɔvi/	/sĩˈkwẽtɐ i ˈnɔvi/	numeral		fifty-nine	/ˈfɪfti naɪn/		numeral			cincuenta y nueve						59	cinquante-neuf		/sɛ̃kɑ̃nœf/			neunundfünfzig		/nɔʏ̯nʊntˈfʏnt͡sɪç/			cinquanta-i-nou	/siŋˈkwan.taˈnɔw/				cinquantanove	/tʃiŋˈkwan.ta.nɔ.ve/										Numbers Numbers::00_to_100 Numbers::ordinal
61	sesenta e um		/sɨˈzẽtɐ i ˈũ/	/seˈzẽtɐ i ˈũ/	numeral		sixty-one	/ˈsɪksti wʌn/		numeral			sesenta y uno						61	soixante et un		/swasɑ̃teœ̃/			einundsechzig		/aɪ̯nʊntˈzɛçtsɪç/			seixanta-i-un	/sejˈʃan.taˈjun/				sessantuno	/sɛsˈsan.tu.no/										Numbers Numbers::00_to_100 Numbers::ordinal
62	sesenta e dois		/sɨˈzẽtɐ i ˈdojs/	/seˈzẽtɐ i ˈdojs/	numeral		sixty-two	/ˈsɪksti tuː/		numeral			sesenta y dos						62	soixante-deux		/swasɑ̃tdø/			zweiundsechzig		/t͡svaɪ̯ʊntˈzɛçtsɪç/			seixanta-i-dos	/sejˈʃan.taˈðos/				sessantadue	/sɛsˈsan.ta.dwe/										Numbers Numbers::00_to_100 Numbers::ordinal
63	sesenta e três		/sɨˈzẽtɐ i ˈtɾejs/	/seˈzẽtɐ i ˈtɾejs/	numeral		sixty-three	/ˈsɪksti θriː/		numeral			sesenta y tres						63	soixante-trois		/swasɑ̃tʁwa/			dreiundsechzig		/dʁaɪ̯ʊntˈzɛçtsɪç/			seixanta-i-tres	/sejˈʃan.taˈtɾes/				sessantatre	/sɛsˈsan.ta.tre/										Numbers Numbers::00_to_100 Numbers::ordinal
64	sesenta e quatro		/sɨˈzẽtɐ i ˈkwatɾu/	/seˈzẽtɐ i ˈkwatɾu/	numeral		sixty-four	/ˈsɪksti fɔːr/		numeral			sesenta y cuatro						64	soixante-quatre		/swasɑ̃katʁ/			vierundsechzig		/fɪɐ̯ʊntˈzɛçtsɪç/			seixanta-i-quatre	/sejˈʃan.taˈkwa.tɾe/				sessantaquattro	/sɛsˈsan.ta.kwat.tro/										Numbers Numbers::00_to_100 Numbers::ordinal
65	sesenta e cinco		/sɨˈzẽtɐ i ˈsĩku/	/seˈzẽtɐ i ˈsĩku/	numeral		sixty-five	/ˈsɪksti faɪv/		numeral			sesenta y cinco						65	soixante-cinq		/swasɑ̃sɛ̃k/			fünfundsechzig		/fʏnfʊntˈzɛçtsɪç/			seixanta-i-cinc	/sejˈʃan.taˈsiŋk/				sessantacinque	/sɛs.san.taˈtʃiŋ.kwe/										Numbers Numbers::00_to_100 Numbers::ordinal
66	sesenta e seis		/sɨˈzẽtɐ i ˈsejs/	/seˈzẽtɐ i ˈsejs/	numeral		sixty-six	/ˈsɪksti sɪks/		numeral			sesenta y seis						66	soixante-six		/swasɑ̃sis/			sechsundsechzig		/zɛksʊntˈzɛçtsɪç/			seixanta-i-sis	/sejˈʃan.taˈsis/				sessantasei	/sɛsˈsan.ta.sɛi/										Numbers Numbers::00_to_100 Numbers::ordinal
67	sesenta e sete		/sɨˈzẽtɐ i ˈsɛtʃi/	/seˈzẽtɐ i ˈsɛtʃi/	numeral		sixty-seven	/ˈsɪksti ˈsɛvən/		numeral			sesenta y siete						67	soixante-sept		/swasɑ̃sɛt/			siebenundsechzig		/ˈziːbn̩ʊntˈzɛçtsɪç/			seixanta-i-set	/sejˈʃan.taˈset/				sessantasette	/sɛsˈsan.ta.set.te/										Numbers Numbers::00_to_100 Numbers::ordinal
68	sesenta e oito		/sɨˈzẽtɐ i ˈojtu/	/seˈzẽtɐ i ˈojtu/	numeral		sixty-eight	/ˈsɪksti eɪt/		numeral			sesenta y ocho						68	soixante-huit		/swasɑ̃ɥit/			achtundsechzig		/axtʊntˈzɛçtsɪç/			seixanta-i-vuit	/sejˈʃan.taˈbɥit/				sessantotto	/sɛsˈsan.tɔt.to/										Numbers Numbers::00_to_100 Numbers::ordinal
69	sessenta e nove		/sɨˈsẽtɐ i ˈnɔvɨ/	/seˈsẽtɐ i ˈnɔvi/	numeral		sixty-nine	/ˈsɪksti naɪn/		numeral			sesenta y nueve						69	soixante-neuf		/swasɑ̃nœf/			neunundsechzig		/nɔʏ̯nʊntˈzɛçtsɪç/			seixanta-i-nou	/sejˈʃan.taˈnɔw/				sessantanove	/sɛsˈsan.ta.nɔ.ve/										Numbers Numbers::00_to_100 Numbers::ordinal
71	setenta e um		/sɨˈtẽtɐ ɨ ˈũ/	/seˈtẽtɐ i ˈũ/	numeral		seventy-one	/ˈsɛvənti wʌn/		numeral			setenta y un						71	soixante et onze		/swasɑ̃tezɔ̃z/			einundsiebzig		/aɪ̯nʊntˈziːp͡sɪç/			setanta-i-un	/seˈtan.taˈjun/				settantuno	/sɛtˈtan.tu.no/										Numbers Numbers::00_to_100 Numbers::ordinal
72	setenta e dois		/sɨˈtẽtɐ ɨ ˈdojʃ/	/seˈtẽtɐ i ˈdojs/	numeral		seventy-two	/ˈsɛvənti tuː/		numeral			setenta y dos						72	soixante-douze		/swasɑ̃duz/			zweiundsiebzig		/t͡svaɪ̯ʊntˈziːp͡sɪç/			setanta-i-dos	/seˈtan.taˈðos/				settantadue	/sɛtˈtan.ta.dwe/										Numbers Numbers::00_to_100 Numbers::ordinal
73	setenta e três		/sɨˈtẽtɐ ɨ ˈtɾɛʃ/	/seˈtẽtɐ i ˈtɾɛs/	numeral		seventy-three	/ˈsɛvənti θriː/		numeral			setenta y tres						73	soixante-treize		/swasɑ̃tʁɛz/			dreiundsiebzig		/dʁaɪ̯ʊntˈziːp͡sɪç/			setanta-i-tres	/seˈtan.taˈtɾes/				settantatre	/sɛtˈtan.ta.tre/										Numbers Numbers::00_to_100 Numbers::ordinal
74	setenta e quatro		/sɨˈtẽtɐ ɨ ˈkwatɾu/	/seˈtẽtɐ i ˈkwatɾu/	numeral		seventy-four	/ˈsɛvənti fɔːr/		numeral			setenta y cuatro						74	soixante-quatorze		/swasɑ̃katɔʁz/			vierundsiebzig		/fɪɐ̯ʊntˈziːp͡sɪç/			setanta-i-quatre	/seˈtan.taˈkwa.tɾe/				settantaquattro	/sɛtˈtan.ta.kwat.tro/										Numbers Numbers::00_to_100 Numbers::ordinal
75	setenta e cinco		/sɨˈtẽtɐ ɨ ˈsiŋku/	/seˈtẽtɐ i ˈsĩku/	numeral		seventy-five	/ˈsɛvənti faɪv/		numeral			setenta y cinco						75	soixante-quinze		/swasɑ̃kɛ̃z/			fünfundsiebzig		/fʏnfʊntˈziːp͡sɪç/			setanta-i-cinc	/seˈtan.taˈsiŋk/				settantacinque	/sɛt.tan.taˈtʃiŋ.kwe/										Numbers Numbers::00_to_100 Numbers::ordinal
76	setenta e seis		/sɨˈtẽtɐ ɨ ˈsejʃ/	/seˈtẽtɐ i ˈsejs/	numeral		seventy-six	/ˈsɛvənti sɪks/		numeral			setenta y seis						76	soixante-seize		/swasɑ̃sis/			sechsundsiebzig		/zɛksʊntˈziːp͡sɪç/			setanta-i-sis	/seˈtan.taˈsis/				settantasei	/sɛtˈtan.ta.sɛi/										Numbers Numbers::00_to_100 Numbers::ordinal
77	setenta e sete		/sɨˈtẽtɐ ɨ ˈsɛtɨ/	/seˈtẽtɐ i ˈsɛti/	numeral		seventy-seven	/ˈsɛvənti ˈsɛvən/		numeral			setenta y siete						77	soixante-dix-sept		/swasɑ̃tdisɛt/			siebenundsiebzig		/ˈziːbn̩ʊntˈziːp͡sɪç/			setanta-i-set	/seˈtan.taˈset/				settantasette	/sɛtˈtan.ta.set.te/										Numbers Numbers::00_to_100 Numbers::ordinal
78	setenta e oito		/sɨˈtẽtɐ ɨ ojˈtu/	/seˈtẽtɐ i ojˈtu/	numeral		seventy-eight	/ˈsɛvənti eɪt/		numeral			setenta y ocho						78	soixante-dix-huit		/swasɑ̃tdizɥit/			achtundsiebzig		/axtʊntˈziːp͡sɪç/			setanta-i-vuit	/seˈtan.taˈbɥit/				settantotto	/sɛtˈtan.tɔt.to/										Numbers Numbers::00_to_100 Numbers::ordinal
79	setenta e nove		/sɨˈtẽtɐ ɨ ˈnɔvɨ/	/seˈtẽtɐ i ˈnɔvi/	numeral		seventy-nine	/ˈsɛvənti naɪn/		numeral			setenta y nueve						79	soixante-dix-neuf		/swasɑ̃tdiznœf/			neunundsiebzig		/nɔʏ̯nʊntˈziːp͡sɪç/			setanta-i-nou	/seˈtan.taˈnɔw/				settantanove	/sɛtˈtan.ta.nɔ.ve/										Numbers Numbers::00_to_100 Numbers::ordinal
81	oitenta e um		/ojˈtẽtɐ ɨ ˈũ/	/ojˈtẽtɐ i ˈũ/	numeral		eighty-one	/ˈeɪti wʌn/		numeral			ochenta y uno						81	quatre-vingt-un		/katʁəvɛ̃tœ̃/			einundachtzig		/aɪ̯nʊntˈaxtsɪç/			vuitanta-i-un	/bwiˈtan.taˈjun/				ottantuno	/otˈtan.tu.no/										Numbers Numbers::00_to_100 Numbers::ordinal
82	oitenta e dois		/ojˈtẽtɐ ɨ ˈdojʃ/	/ojˈtẽtɐ i ˈdojs/	numeral		eighty-two	/ˈeɪti tuː/		numeral			ochenta y dos						82	quatre-vingt-deux		/katʁəvɛ̃tdø/			zweiundachtzig		/t͡svaɪ̯ʊntˈaxtsɪç/			vuitanta-i-dos	/bwiˈtan.taˈðos/				ottantadue	/otˈtan.ta.dwe/										Numbers Numbers::00_to_100 Numbers::ordinal
83	oitenta e três		/ojˈtẽtɐ ɨ ˈtɾɛʃ/	/ojˈtẽtɐ i ˈtɾɛs/	numeral		eighty-three	/ˈeɪti θriː/		numeral			ochenta y tres						83	quatre-vingt-trois		/katʁəvɛ̃tʁwa/			dreiundachtzig		/dʁaɪ̯ʊntˈaxtsɪç/			vuitanta-i-tres	/bwiˈtan.taˈtɾes/				ottantatre	/otˈtan.ta.tre/										Numbers Numbers::00_to_100 Numbers::ordinal
84	oitenta e quatro		/ojˈtẽtɐ ɨ ˈkwatɾu/	/ojˈtẽtɐ i ˈkwatɾu/	numeral		eighty-four	/ˈeɪti fɔːr/		numeral			ochenta y cuatro						84	quatre-vingt-quatre		/katʁəvɛ̃katʁ/			vierundachtzig		/fɪɐ̯ʊntˈaxtsɪç/			vuitanta-i-quatre	/bwiˈtan.taˈkwa.tɾe/				ottantaquattro	/otˈtan.ta.kwat.tro/										Numbers Numbers::00_to_100 Numbers::ordinal
