PT - Ontem fui visitar a vila de Castelo de Paiva.	Ontem fui visitar a vila de Castelo de Paiva.	[sound:_pt_ontem_fui_visitar_a_vila_de_castelo_de_paiva..mp3]	/ˈõtɐ̃j̃ ˈfuj viziˈtaɾ ɐ ˈvilɐ dɨ kɐˈʃtɛlu dɨ ˈpajvɐ./	Português		Ayer fui a visitar el pueblo de Castelo de Paiva.	Portugues::Frases
PT - quando eu soube	quando eu soube	[sound:_pt_quando_eu_soube.mp3]	/ˈkwɐ̃du ˈew ˈsobɨ/	Português		cuando me enteré	Portugues::Frases
PT - Vim assim que pude.	Vim assim que pude.	[sound:_pt_vim_assim_que_pude..mp3]	/ˈvĩ ɐˈsĩ kɨ ˈpudɨ./	Português		Vine en cuanto pude.	Portugues::Frases
PT - O que você trouxe	O que você trouxe	[sound:_pt_o_que_você_trouxe.mp3]	/u kɨ vuˈse ˈtɾoʃɨ/	Português ?		¿Qué trajiste?	Portugues::Frases
PT - Deu-se demasiada importância a esse fato	Deu-se demasiada importância a esse fato	[sound:_ptbr_deu-se_demasiada_importância_a_esse_fato.mp3]	/ˈdewsi demaziˈadɐ ĩpoʁˈtɐ̃siɐ a ˈɛsi ˈfatu/	Português Brasileiro		Se le dio demasiada importancia a ese hecho	Portugues::Frases
PT-BR Comi o sanduíche que trouxe de casa	Comi o sanduíche que trouxe de casa	[sound:_ptbr_comi_o_sanduíche_que_trouxe_de_casa.mp3]	/koˈmi u sɐ̃duˈiʃi ki ˈtɾoʃi dʒi ˈkazɐ/	Português Brasileiro		Comí el sándwich que traje de casa	Portugues::Frases
PT-BR Deste-me um beijo e vivi	Deste-me um beijo e vivi	[sound:_ptbr_deste-me_um_beijo_e_vivi_(fado).mp3]	/desˈtɛmi ˈũ ˈbejʒu i viˈvi/	Português Brasileiro		Me diste un beso y viví	Portugues::Frases
PT-BR Dois anos atrás eu fiz uma coisa terrível.	Dois anos atrás eu fiz uma coisa terrível.	[sound:_ptbr_dois_anos_atrás_eu_fiz_uma_coisa_terrível..mp3]	/ˈdojs ˈɐnus aˈtɾas ˈew ˈfiz ˈumɐ ˈkojzɐ teˈʁivɛw./	Português Brasileiro		Hace dos años hice algo terrible	Portugues::Frases
PT-BR Ela disse para você ligar mais tarde	Ela disse para você ligar mais tarde	[sound:_ptbr_ela_disse_para_você_ligar_mais_tarde.mp3]	/ˈɛlɐ ˈdʒisi paɾɐ voˈse liˈɡaʁ ˈmajs ˈtaʁdʒi/	Português Brasileiro		Ella dijo que llamaras más tarde	Portugues::Frases
PT-BR Ela disse que gosta de chocolate	Ela disse que gosta de chocolate	[sound:_ptbr_ela_disse_que_gosta_de_chocolate.mp3]	/ˈɛlɐ ˈdʒisi ki ˈɡɔstɐ dʒi ʃokoˈlatʃi/	Português Brasileiro		Ella dijo que le gusta el chocolate	Portugues::Frases
PT-BR Ela ficou de cara quando soube da traição do cara	Ela ficou de cara quando soube da traição do cara	[sound:_ptbr_ela_ficou_de_cara_quando_soube_da_traição_do_cara.mp3]	/ˈɛlɐ fiˈko dʒi ˈkaɾɐ ˈkwɐ̃du ˈsobi dɐ tɾajˈsɐ̃w̃ du ˈkaɾɐ/	Português Brasileiro		Ella se enfureció cuando supo de la traición del tipo	Portugues::Frases
PT-BR Ela não soube me dizer o nome da empresa	Ela não soube me dizer o nome da empresa	[sound:_ptbr_ela_não_soube_me_dizer_o_nome_da_empresa.mp3]	/ˈɛlɐ ˈnɐ̃w̃ ˈsobi ˈmɛ dʒiˈzeʁ u ˈnɔmi dɐ ẽˈpɾɛzɐ/	Português Brasileiro		Ella no supo decirme el nombre de la empresa	Portugues::Frases
PT-BR Ele disse que esqueceu a carteira	Ele disse que esqueceu a carteira	[sound:_ptbr_ele_disse_que_esqueceu_a_carteira.mp3]	/ˈeli ˈdʒisi ki iskeˈsew a kaʁˈtejɾɐ/	Português Brasileiro		Él dijo que olvidó la cartera	Portugues::Frases
PT-BR Ele disse-nos tudo o que queria.	Ele disse-nos tudo o que queria.	[sound:_ptbr_ele_disse-nos_tudo_o_que_queria..mp3]	/ˈeli dʒiˈsɛnus ˈtudu u ki keˈɾiɐ./	Português Brasileiro		Él nos dijo todo lo que quería	Portugues::Frases
PT-BR Esta flor não é a que lhe dei	Esta flor não é a que lhe dei	[sound:_ptbr_esta_flor_não_é_a_que_lhe_dei.mp3]	/ˈɛstɐ ˈflɔʁ ˈnɐ̃w̃ ˈɛ a ki ˈʎɛ ˈdej/	Português Brasileiro		Esta flor no es la que te di	Portugues::Frases
PT-BR Eu acho que vi um gatinho.	Eu acho que vi um gatinho.	[sound:_ptbr_eu_acho_que_vi_um_gatinho..mp3]	/ˈew ˈaʃu ki ˈvi ˈũ ɡaˈtʃiɲu./	Português Brasileiro		Creo que vi un gatito	Portugues::Frases
PT-BR Eu disse que devia aceitar. Não aceitou porque não quis, azar o seu.	Eu disse que devia aceitar. Não aceitou porque não quis, azar o seu.	[sound:_ptbr_eu_disse_que_devia_aceitar._não_aceitou_porque_não_quis,_azar_o_seu..mp3]	/ˈew ˈdʒisi ki deˈviɐ asejˈtaʁ. ˈnɐ̃w̃ asejˈto puʁki ˈnɐ̃w̃ ˈkis, aˈzaʁ u ˈsew./	Português Brasileiro		Te dije que debías aceptar. No aceptaste porque no quisiste, es tu problema	Portugues::Frases
PT-BR Eu estive no estádio terça-feira à noite	Eu estive no estádio terça-feira à noite	[sound:_ptbr_eu_estive_no_estádio_terça-feira_à_noite.mp3]	/ˈew isˈtʃivi nu isˈtadʒiu teʁsaˈfejɾɐ ˈa ˈnojtʃi/	Português Brasileiro		Estuve en el estadio el martes por la noche	Portugues::Frases
PT-BR Eu fiz aquilo de propósito.	Eu fiz aquilo de propósito.	[sound:_ptbr_eu_fiz_aquilo_de_propósito..mp3]	/ˈew ˈfiz aˈkilu dʒi pɾoˈpɔzitu./	Português Brasileiro		Lo hice a propósito	Portugues::Frases
PT-BR Eu já quis que o tempo voltasse.	Eu já quis que o tempo voltasse.	[sound:_ptbr_eu_já_quis_que_o_tempo_voltasse..mp3]	/ˈew ˈʒa ˈkis ki u ˈtẽpu vɔwˈtasi./	Português Brasileiro		Hubo un tiempo en que deseé que el tiempo retrocediera	Portugues::Frases
PT-BR Eu não a vi	Eu não a vi	[sound:_pt_eu_não_a_vi.mp3]	/ˈew ˈnɐ̃w̃ a ˈvi/	Português Brasileiro		No la vi	Portugues::Frases
PT-BR eu nunca vi uma cereja preta	eu nunca vi uma cereja preta	[sound:_ptbr_eu_nunca_vi_uma_cereja_preta.mp3]	/ˈew ˈnũkɐ ˈvi ˈumɐ seˈɾeʒɐ ˈpɾɛtɐ/	Português Brasileiro		Nunca vi una cereza negra	Portugues::Frases
PT-BR Eu soube que rolou uma treta ontem.	Eu soube que rolou uma treta ontem.	[sound:_ptbr_eu_soube_que_rolou_uma_treta_ontem..mp3]	/ˈew ˈsobi ki ʁoˈlo ˈumɐ ˈtɾɛtɐ ˈõtẽj̃./	Português Brasileiro		Supe que hubo un problema ayer	Portugues::Frases
PT-BR Eu trouxe o Carlinhos para te ajudar.	Eu trouxe o Carlinhos para te ajudar.	[sound:_ptbr_eu_trouxe_o_carlinhos_para_te_ajudar..mp3]	/ˈew ˈtɾoʃi u kaʁˈliɲus paɾɐ tʃi aʒuˈdaʁ./	Português Brasileiro		Traje a Carlinhos para que te ayudara	Portugues::Frases
PT-BR Eu vi a sílvia alguns dias atrás	Eu vi a sílvia alguns dias atrás	[sound:_ptbr_eu_vi_a_sílvia_alguns_dias_atrás.mp3]	/ˈew ˈvi a ˈsiwviɐ awˈɡũs ˈdʒias aˈtɾas/	Português Brasileiro		Vi a Sílvia hace unos días	Portugues::Frases
PT-BR Eu vi um elefante	Eu vi um elefante	[sound:_ptbr_eu_vi_um_elefante.mp3]	/ˈew ˈvi ˈũ ileˈfɐ̃tʃi/	Português Brasileiro		Vi un elefante	Portugues::Frases
PT-BR Fiz uma aula de culinária e descobri que realmente me relaxa.	Fiz uma aula de culinária e descobri que realmente me relaxa.	[sound:_ptbr_fiz_uma_aula_de_culinária_e_descobri_que_realmente_me_relaxa..mp3]	/ˈfiz ˈumɐ ˈawlɐ dʒi kuliˈnaɾiɐ i deskoˈbɾi ki ʁiawˈmẽtʃi ˈmɛ ʁeˈlaʃɐ./	Português Brasileiro		Hice una clase de cocina y descubrí que realmente me relaja	Portugues::Frases
PT-BR Gosto muito deste café	Gosto muito deste café	[sound:_ptbr_gosto_muito_deste_café.mp3]	/ˈɡɔstu ˈmũjtu ˈdɛstʃi kaˈfɛ/	Português Brasileiro		Me gusta mucho este café	Portugues::Frases
PT-BR Houve um debate acalorado no senado	Houve um debate acalorado no senado	[sound:_ptbr_houve_um_debate_acalorado_no_senado.mp3]	/ˈovi ˈũ deˈbatʃi akaloˈɾadu nu seˈnadu/	Português Brasileiro		Hubo un debate acalorado en el senado	Portugues::Frases
PT-BR Já estive em londres várias vezes	Já estive em londres várias vezes	[sound:_ptbr_já_estive_em_londres_várias_vezes.mp3]	/ˈʒa isˈtʃivi ˈẽj̃ ˈlõdɾes ˈvaɾias ˈvɛzes/	Português Brasileiro		He estado en Londres varias veces	Portugues::Frases
PT-BR Não lembro quando o vi.	Não lembro quando o vi.	[sound:_ptbr_não_lembro_quando_o_vi._.mp3]	/ˈnɐ̃w̃ ˈlẽbɾu ˈkwɐ̃du u ˈvi./	Português Brasileiro		No recuerdo cuándo lo vi	Portugues::Frases
PT-BR Não te deu medo	Não te deu medo	[sound:_ptbr_não_te_deu_medo.mp3]	/ˈnɐ̃w̃ tʃi ˈdew ˈmedu/	Português Brasileiro		¿No te dio miedo?	Portugues::Frases
PT-BR Ninguém disse que seria fácil...	Ninguém disse que seria fácil...	[sound:_ptbr_ninguém_disse_que_seria_fácil....mp3]	/nĩˈɡwẽj̃ ˈdʒisi ki seˈɾiɐ ˈfasiw.../	Português Brasileiro		Nadie dijo que sería fácil...	Portugues::Frases
PT-BR O homem que eu vi	O homem que eu vi	[sound:_ptbr_o_homem_que_eu_vi.mp3]	/u ˈɔmẽj̃ ki ˈew ˈvi/	Português Brasileiro		El hombre que vi	Portugues::Frases
PT-BR Para quem você deu a chave	Para quem você deu a chave	[sound:_ptbr_para_quem_você_deu_a_chave.mp3]	/paɾɐ ˈkẽj̃ voˈse ˈdew a ˈʃavi/	Português Brasileiro		¿A quién le diste la llave?	Portugues::Frases
PT-BR Pois é, foi como eu te disse	Pois é, foi como eu te disse	[sound:_ptbr_pois_é,_foi_como_eu_te_disse..mp3]	/ˈpojs ˈɛ, ˈfoj ˈkɔmu ˈew tʃi ˈdʒisi/	Português Brasileiro		Así es, fue como te dije	Portugues::Frases
PT-BR Quando te dei a chave?	Quando te dei a chave?	[sound:_ptbr_quando_te_dei_a_chave_.mp3]	/ˈkwɐ̃du tʃi ˈdej a ˈʃavi?/	Português Brasileiro		¿Cuándo te di la llave?	Portugues::Frases
PT-BR Sim, lembro-me exactamente onde o pus.	Sim, lembro-me exactamente onde o pus.	[sound:_ptbr_sim,_lembro-me_exactamente_onde_o_pus..mp3]	/ˈsĩ, lẽˈbɾɔmi izaktɐˈmẽtʃi ˈõdʒi u ˈpus./	Português Brasileiro		Sí, me acuerdo exactamente de dónde lo puse	Portugues::Frases
PT-BR Trouxe uma japona para me livrar do frio	Trouxe uma japona para me livrar do frio	[sound:_ptbr_trouxe_uma_japona_para_me_livrar_do_frio.mp3]	/ˈtɾoʃi ˈumɐ ʒaˈponɐ paɾɐ ˈmɛ liˈvɾaʁ du ˈfɾiu/	Português Brasileiro		Traje una chaqueta para protegerme del frío	Portugues::Frases
PT-BR Trouxeste a chuva contigo?	Trouxeste a chuva contigo?	[sound:_ptbr_trouxeste_a_chuva_contigo_.mp3]	/tɾoˈʃestʃi a ˈʃuvɐ kõˈtʃiɡu?/	Português Brasileiro		¿Trajiste la lluvia contigo?	Portugues::Frases
PT-BR Trouxeste o sol contigo?	Trouxeste o sol contigo?	[sound:_ptbr_trouxeste_o_sol_contigo_.mp3]	/tɾoˈʃestʃi u ˈsɔw kõˈtʃiɡu?/	Português Brasileiro		¿Trajiste el sol contigo?	Portugues::Frases
PT-BR Vi os dois se beijando	Vi os dois se beijando	[sound:_ptbr_vi_os_dois_se_beijando.mp3]	/ˈvi uʒ ˈdojs si bejˈʒɐ̃du/	Português Brasileiro		Vi a los dos besándose	Portugues::Frases
PT-BR Vim de avião.	Vim de avião.	[sound:_ptbr_vim_de_avião..mp3]	/ˈvĩ dʒi aviˈɐ̃w̃./	Português Brasileiro		Vine en avión	Portugues::Frases
PT-BR Vim pelo anuncio.	Vim pelo anuncio.	[sound:_ptbr_vim_pelo_anuncio..mp3]	/ˈvĩ ˈpɛlu ɐnũˈsiu./	Português Brasileiro		Vine por el anuncio	Portugues::Frases
PT-BR Você deu tudo que pôde, mas não foi o suficiente	Você deu tudo que pôde, mas não foi o suficiente	[sound:_ptbr_você_deu_tudo_que_pôde,_mas_não_foi_o_suficiente.mp3]	/voˈse ˈdew ˈtudu ki ˈpodʒi, ˈmas ˈnɐ̃w̃ ˈfoj u sufisiˈẽtʃi/	Português Brasileiro		Diste todo lo que pudiste, pero no fue suficiente	Portugues::Frases
