PT - Ela é sempre pontual.	Ela é sempre pontual.	[sound:_pt_ela_é_sempre_pontual..mp3]	/ˈɛlɐ ˈɛ ˈsẽpɾɨ põtuˈaɫ./	Português		Ella es siempre puntual.	Portugues::Frases
PT - Ela tem uns lindos olhos!	Ela tem uns lindos olhos!	[sound:_pt_ela_tem_uns_lindos_olhos!.mp3]	/ˈɛlɐ ˈtɐ̃j̃ ˈũʒ ˈlĩduz ˈɔʎuʃ!/	Português		¡Tiene unos ojos preciosos!	Portugues::Frases
PT - fado português	fado português	[sound:_pt_fado_português.mp3]	/ˈfadu puɾtuˈɡeʃ/	Português		Fado portugués.	Portugues::Frases
PT - Falas português?	Falas português?	[sound:_pt_falas_português_.mp3]	/ˈfalɐʃ puɾtuˈɡeʃ?/	Português		¿Hablas portugués?	Portugues::Frases
PT - Faça o favor de se sentar aqui	Faça o favor de se sentar aqui	[sound:_pt_faça_o_favor_de_se_sentar_aqui_(portugal).mp3]	/ˈfasɐ u fɐˈvɔɾ dɨ sɨ sẽˈtaɾ ɐˈki/	Português		Haz el favor de sentarte aquí.	Portugues::Frases
PT - Façam o favor de repetirem	Façam o favor de repetirem	[sound:_pt_façam_o_favor_de_repetirem.mp3]	/ˈfasɐ̃w̃ u fɐˈvɔɾ dɨ ʁɨpɨˈtiɾɐ̃j̃/	Português		Por favor, repitan.	Portugues::Frases
PT - Fica onde estás.	Fica onde estás.	[sound:_pt_fica_onde_estás..mp3]	/ˈfikɐ ˈõdɨ ˈʃtaʃ./	Português		Quédate donde estás.	Portugues::Frases
PT - quem me dera ser	quem me dera ser	[sound:_pt_quem_me_dera_ser.mp3]	/ˈkɐ̃j̃ ˈmɛ ˈdɛɾɐ ˈseɾ/	Português		Ojalá fuera.	Portugues::Frases
PT - com muito gosto	com muito gosto	[sound:_pt_com_muito_gosto.mp3]	/ˈkõ ˈmũjtu ˈɡɔʃtu/	Português		Con mucho gusto.	Portugues::Frases
PT - Quando é que vais trocar o teu carro novo por um novo carro novo?	Quando é que vais trocar o teu carro novo por um novo carro novo?	[sound:_pt_quando_é_que_vais_trocar_o_teu_carro_novo_por_um_novo_carro_novo_.mp3]	/ˈkwɐ̃du ˈɛ kɨ ˈvajʃ tɾuˈkaɾ u ˈtew ˈkaʁu ˈnɔvu puɾ ˈũ ˈnɔvu ˈkaʁu ˈnɔvu?/	Português		¿Cuándo vas a cambiar tu coche nuevo por otro coche nuevo?	Portugues::Frases
PT - Quando a gente acha que tem todas as respostas, vem a vida e muda todas as perguntas	Quando a gente acha que tem todas as respostas, vem a vida e muda todas as perguntas	[sound:_pt_quando_a_gente_acha_que_tem_todas_as_respostas,_vem_a_vida_e_muda_todas_as_perguntas.mp3]	/ˈkwɐ̃du ɐ ˈʒẽtɨ ˈaʃɐ kɨ ˈtɐ̃j̃ ˈtɔdɐz ɐʒ ʁɨˈʃpɔʃtɐʃ, ˈvɐ̃j̃ ɐ ˈvidɐ i ˈmudɐ ˈtɔdɐz ɐʃ pɨɾˈɡũtɐʃ/	Português		Cuando uno cree tener todas las respuestas, llega la vida y cambia todas las preguntas.	Portugues::Frases
PT - Quanto tempo se terá passado?	Quanto tempo se terá passado?	[sound:_pt_quanto_tempo_se_terá_passado__(portugal).mp3]	/ˈkwɐ̃tu ˈtẽpu sɨ tɨˈɾa pɐˈsadu?/	Português		¿Cuánto tiempo habrá pasado?	Portugues::Frases
PT - má sorte	má sorte	[sound:_pt_má_sorte.mp3]	/ˈma ˈsɔɾtɨ/	Português		Mala suerte.	Portugues::Frases
PT - máquina de lavar louça	máquina de lavar louça	[sound:_pt_máquina_de_lavar_louça.mp3]	/ˈmakinɐ dɨ lɐˈvaɾ ˈlosɐ/	Português		Lavavajillas.	Portugues::Frases
PT - mal começou	mal começou	[sound:_pt_mal_começou.mp3]	/ˈmaɫ kumɨˈso/	Português		Apenas comenzó.	Portugues::Frases
PT - Nem tudo pode ser como a gente quer	Nem tudo pode ser como a gente quer	[sound:_pt_nem_tudo_pode_ser_como_a_gente_quer.mp3]	/ˈnɐ̃j̃ ˈtudu ˈpɔdɨ ˈseɾ ˈkɔmu ɐ ˈʒẽtɨ ˈkeɾ/	Português		No todo puede ser como uno quiere.	Portugues::Frases
PT - Nem tudo o que reluz é ouro.	Nem tudo o que reluz é ouro.	[sound:_pt_nem_tudo_o_que_reluz_é_ouro..mp3]	/ˈnɐ̃j̃ ˈtudu u kɨ ʁɨˈluz ˈɛ ˈoɾu./	Português		No todo lo que reluce es oro.	Portugues::Frases
PT - Não faço nada por vaidade ou interesse pessoal.	Não faço nada por vaidade ou interesse pessoal.	[sound:_pt_não_faço_nada_por_vaidade_ou_interesse_pessoal..mp3]	/ˈnɐ̃w̃ ˈfasu ˈnadɐ puɾ vɐjˈdadɨ ˈo ĩtɨˈɾesɨ pɨsuˈaɫ./	Português		No hago nada por vanidad o interés personal.	Portugues::Frases
PT - não te inscrevas!	não te inscrevas!	[sound:_pt_não_te_inscrevas!.mp3]	/ˈnɐ̃w̃ ˈtɛ ĩʃˈkɾɛvɐʃ!/	Português		¡No te apuntes!	Portugues::Frases
PT - Não será o fim do mundo	Não será o fim do mundo	[sound:_pt_não_será_o_fim_do_mundo.mp3]	/ˈnɐ̃w̃ sɨˈɾa u ˈfĩ du ˈmũdu/	Português		No será el fin del mundo.	Portugues::Frases
PT - nunca fiz surf	nunca fiz surf	[sound:_pt_nunca_fiz_surf.mp3]	/ˈnũkɐ ˈfiʃ ˈsuɾf/	Português		Nunca hice surf.	Portugues::Frases
PT - Nunca me passou tal coisa pela cabeça!	Nunca me passou tal coisa pela cabeça!	[sound:_pt_nunca_me_passou_tal_coisa_pela_cabeça!.mp3]	/ˈnũkɐ ˈmɛ pɐˈso ˈtaɫ ˈkojzɐ ˈpɛlɐ kɐˈbɛsɐ!/	Português		¡Nunca se me ocurrió tal cosa!	Portugues::Frases
PT -Nunca consigo prever nada.	Nunca consigo prever nada.	[sound:_pt_nunca_consigo_prever_nada..mp3]	/ˈnũkɐ kõˈsiɡu pɾɨˈveɾ ˈnadɐ./	Português		Nunca puedo prever nada.	Portugues::Frases
PT - Põe-te a pé!	Põe-te a pé!	[sound:_pt_põe-te_a_pé!.mp3]	/ˈpõj̃tɨ ɐ ˈpɛ!/	Português		¡Levántate!	Portugues::Frases
PT - pôr-se bonito	pôr-se bonito	[sound:_pt_pôr-se_bonito.mp3]	/ˈpoɾsɨ buˈnitu/	Português		Ponerse guapo.	Portugues::Frases
PT - Podes ir buscar-me?	Podes ir buscar-me?	[sound:_pt_podes_ir_buscar-me__(portugal).mp3]	/ˈpɔdɨz ˈiɾ buˈʃkaɾmɨ?/	Português		¿Puedes ir a buscarme?	Portugues::Frases
PT - Sei isso melhor do que ninguém	Sei isso melhor do que ninguém	[sound:_pt_sei_isso_melhor_do_que_ninguém.mp3]	/ˈsɐj ˈisu mɨˈʎɔɾ du kɨ nĩˈɡwɐ̃j̃/	Português		Eso lo sé mejor que nadie.	Portugues::Frases
PT - sem mais nem menos	sem mais nem menos	[sound:_pt_sem_mais_nem_menos.mp3]	/ˈsɐ̃j̃ ˈmajʒ ˈnɐ̃j̃ ˈmɛnuʃ/	Português		Sin más ni más.	Portugues::Frases
PT - sempre querer dar a última palavra	sempre querer dar a última palavra	[sound:_pt_sempre_querer_dar_a_última_palavra.mp3]	/ˈsẽpɾɨ kɨˈɾeɾ ˈdaɾ ɐ ˈuɫtimɐ pɐˈlavɾɐ/	Português		Siempre quiere tener la última palabra.	Portugues::Frases
PT - Está a fazer-se tarde	Está a fazer-se tarde	[sound:_pt_está_a_fazer-se_tarde.mp3]	/ˈʃta ɐ fɐˈzɛɾsɨ ˈtaɾdɨ/	Português		Se está haciendo tarde.	Portugues::Frases
PT - Está a cheirar a gás.	Está a cheirar a gás.	[sound:_pt_está_a_cheirar_a_gás..mp3]	/ˈʃta ɐ ʃɐjˈɾaɾ ɐ ˈɡaʃ./	Português		Huele a gas.	Portugues::Frases
PT - estar com sarampo	estar com sarampo	[sound:_pt_estar_com_sarampo.mp3]	/ˈʃtaɾ ˈkõ sɐˈɾɐ̃pu/	Português		Tener sarampión.	Portugues::Frases
PT - Estás bom, pá?	Estás bom, pá?	[sound:_pt_estás_bom,_pá_.mp3]	/ˈʃtaʒ ˈbõ, ˈpa?/	Português		¿Qué tal estás, colega?	Portugues::Frases
PT - Tenho saudades da minha família e do meu país	Tenho saudades da minha família e do meu país	[sound:_pt_tenho_saudades_da_minha_família_e_do_meu_país.mp3]	/ˈtɐɲu sɐwˈdadɨʒ dɐ ˈmiɲɐ fɐˈmiliɐ i du ˈmew pɐˈiʃ/	Português		Echo de menos a mi familia y mi país.	Portugues::Frases
PT - Tudo que se ganha nessa vida é pra perder	Tudo que se ganha nessa vida é pra perder	[sound:_pt_tudo_que_se_ganha_nessa_vida_é_pra_perder.mp3]	/ˈtudu kɨ sɨ ˈɡɐɲɐ ˈnɛsɐ ˈvidɐ ˈɛ ˈpɾa pɨɾˈdeɾ/	Português		Todo lo que se gana en esta vida es para perderse.	Portugues::Frases
PT - Um momento, se faz favor.	Um momento, se faz favor.	[sound:_pt_um_momento,_se_faz_favor..mp3]	/ˈũ muˈmẽtu, sɨ ˈfaʃ fɐˈvɔɾ./	Português		Un momento, por favor.	Portugues::Frases
PT - Vai querer saco?	Vai querer saco?	[sound:_pt_vai_querer_saco_.mp3]	/ˈvaj kɨˈɾeɾ ˈsaku?/	Português		¿Quiere bolsa?	Portugues::Frases
PT - Já não lembro que pergunta lhe fiz	Já não lembro que pergunta lhe fiz	[sound:_pt_já_não_lembro_que_pergunta_lhe_fiz.mp3]	/ˈʒa ˈnɐ̃w̃ ˈlẽbɾu kɨ pɨɾˈɡũtɐ ˈʎɛ ˈfiʃ/	Português		Ya no recuerdo qué pregunta le hice.	Portugues::Frases
PT - Já viste nas gavetas?	Já viste nas gavetas?	[sound:_pt_já_viste_nas_gavetas_.mp3]	/ˈʒa ˈviʃtɨ ˈnaʒ ɡɐˈvɛtɐʃ?/	Português		¿Ya miraste en los cajones?	Portugues::Frases
PT - Já enviámos as encomendas aos clientes.	Já enviámos as encomendas aos clientes.	[sound:_pt_já_enviámos_as_encomendas_aos_clientes..mp3]	/ˈʒa ẽviˈamuz ɐʃ ẽkuˈmẽdɐz ˈauʃ kliˈẽtɨʃ./	Português		Ya hemos enviado los pedidos a los clientes.	Portugues::Frases
PT - Já conheces esta cantora brasileira?	Já conheces esta cantora brasileira?	[sound:_pt_já_conheces_esta_cantora_brasileira_.mp3]	/ˈʒa kuˈɲɛsɨʃ ˈʃtɐ kɐ̃ˈtɔɾɐ bɾɐziˈlɐjɾɐ?/	Português		¿Ya conoces a esta cantante brasileña?	Portugues::Frases
PT - Ontem assisti um filme	Ontem assisti um filme	[sound:_pt_ontem_assisti_um_filme.mp3]	/<b>ˈõ.</b>tɐ̃j ɐ.sɨʃ.<b>ˈti</b> <b>ˈũ ˈfiɫ</b>.mɨ/	Português		Ayer vi una película.	Portugues::Frases Portugues::Frases::Passado
PT - Ontem jantámos num restaurante japonês.	Ontem jantámos num restaurante japonês.	[sound:_pt_ontem_jantámos_num_restaurante_japonês..mp3]	/<b>ˈõ.</b>tɐ̃j ʒɐ̃.<b>ˈta</b>.muʒ <b>ˈnũ</b> ʁɨʃ.taw.<b>ˈɾɐ̃</b>.tɨ ʒɐ.pu.<b>ˈneʃ</b>./	Português		Ayer cenamos en un restaurante japonés.	Portugues::Frases Portugues::Frases::Passado Portugues::Verbos::Basicos::jantar
PT - A Ana ama Angola e não ama Moçambique	A Ana ama Angola e não ama Moçambique	[sound:_pt_a_ana_ama_angola_e_não_ama_moçambique.mp3]	/ɐ ˈɐnɐ ˈɐmɐ ɐ̃ˈɡɔlɐ i ˈnɐ̃w̃ ˈɐmɐ musɐ̃ˈbikɨ/	Português		Ana ama Angola y no ama Mozambique.	Portugues::Frases
PT -A linguagem é uma porta para o mundo que nos rodeia.	A linguagem é uma porta para o mundo que nos rodeia.	[sound:_pt_a_linguagem_é_uma_porta_para_o_mundo_que_nos_rodeia..mp3]	/ɐ lĩˈɡwaʒɐ̃j̃ ˈɛ ˈumɐ ˈpɔɾtɐ pɐɾɐ u ˈmũdu kɨ ˈnɔʒ ʁuˈdɐjɐ./	Português		El lenguaje es una puerta al mundo que nos rodea.	Portugues::Frases
PT - Assim fica difícil	Assim fica difícil	[sound:_pt_assim_fica_difícil.mp3]	/ɐˈsĩ ˈfikɐ diˈfisiɫ/	Português		Así es difícil.	Portugues::Frases
PT - apesar de eles saberem	apesar de eles saberem	[sound:_pt_apesar_de_eles_saberem.mp3]	/ɐpɨˈzaɾ dɨ ˈɛlɨʃ sɐˈbeɾɐ̃j̃/	Português		A pesar de que lo saben.	Portugues::Frases
PT - Ao mudarem a mesa de lugar, uma das caixas caiu.	Ao mudarem a mesa de lugar, uma das caixas caiu.	[sound:_pt_ao_mudarem_a_mesa_de_lugar,_uma_das_caixas_caiu..mp3]	/ɐu muˈdaɾɐ̃j̃ ɐ ˈmɛzɐ dɨ luˈɡaɾ, ˈumɐ ˈdaʃ ˈkajʃɐʃ ˈkajw./	Português		Al mover la mesa, una de las cajas cayó.	Portugues::Frases
PT - daquele tempo	daquele tempo	[sound:_pt_daquele_tempo.mp3]	/dɐˈkɛlɨ ˈtẽpu/	Português		De aquel tiempo.	Portugues::Frases
PT - de ontem para hoje	de ontem para hoje	[sound:_pt_de_ontem_para_hoje.mp3]	/dɨ <b>ˈõ</b>.tɐ̃j pɐ.ɾɐ <b>ˈo.</b>ʒɨ/	Português		De ayer a hoy.	Portugues::Frases Portugues::Frases::Passado Portugues::Verbos::Basicos::jantar
PT - encolheu os ombros	encolheu os ombros	[sound:_pt_encolheu_os_ombros.mp3]	/ẽkuˈʎew uʃ ˈõbɾuʃ/	Português		Se encogió de hombros.	Portugues::Frases
PT - fazer-se homem	fazer-se homem	[sound:_pt_fazer-se_homem.mp3]	/fɐˈzɛɾsɨ ˈɔmɐ̃j̃/	Português		Hacerse hombre.	Portugues::Frases
PT - Fazia-me o obséquio de chamar o Director?	Fazia-me o obséquio de chamar o Director?	[sound:_pt_fazia-me_o_obséquio_de_chamar_o_director_.mp3]	/fɐziˈamɨ u oˈbsɛkiu dɨ ʃɐˈmaɾ u diɾɨˈktoɾ?/	Português		¿Tendría la amabilidad de llamar al director?	Portugues::Frases
PT - Ganhou tudo, o que não surpreende	Ganhou tudo, o que não surpreende	[sound:_pt_ganhou_tudo,_o_que_não_surpreende.mp3]	/ɡɐˈɲo ˈtudu, u kɨ ˈnɐ̃w̃ suɾpɾɨˈẽdɨ/	Português		Lo ganó todo, lo cual no sorprende.	Portugues::Frases
PT - E novamente este autocarro vai mais depressa do que aquele automóvel	E novamente este autocarro vai mais depressa do que aquele automóvel	[sound:_pt_e_novamente_este_autocarro_vai_mais_depressa_do_que_aquele_automóvel.mp3]	/i nuvɐˈmẽtɨ ˈʃtɨ ɐwtuˈkaʁu ˈvaj ˈmajʒ dɨˈpɾɛsɐ du kɨ ɐˈkɛlɨ ɐwtuˈmɔvɛɫ/	Português		Y otra vez este autobús va más rápido que aquel coche.	Portugues::Frases
PT - inscreve-te!	inscreve-te!	[sound:_pt_inscreve-te!.mp3]	/ĩʃkɾɨˈvɛtɨ!/	Português		¡Apúntate!	Portugues::Frases
PT - Que carro compraste?	Que carro compraste?	[sound:_pt_que_carro_compraste_.mp3]	/kɨ ˈkaʁu kõˈpɾaʃtɨ?/	Português		¿Qué coche compraste?	Portugues::Frases
PT - Que lhe vais oferecer?	Que lhe vais oferecer?	[sound:_pt_que_lhe_vais_oferecer_.mp3]	/kɨ ˈʎɛ ˈvajz ofɨɾɨˈseɾ?/	Português		¿Qué le vas a regalar?	Portugues::Frases
PT - Que senhor é aquele?	Que senhor é aquele?	[sound:_pt_que_senhor_é_aquele_.mp3]	/kɨ sɨˈɲɔɾ ˈɛ ɐˈkɛlɨ?/	Português		¿Quién es aquel señor?	Portugues::Frases
PT - Lisboa foi fundada pelo herói mítico Ulisses, diz a lenda popular.	Lisboa foi fundada pelo herói mítico Ulisses, diz a lenda popular.	[sound:_pt_lisboa_foi_fundada_pelo_herói_mítico_ulisses,_diz_a_lenda_popular..mp3]	/liˈʒboɐ ˈfoj fũˈdadɐ ˈpɛlu iˈɾɔj ˈmitiku uˈlisɨʃ, ˈdiz ɐ ˈlẽdɐ pupuˈlaɾ./	Português		Lisboa fue fundada por el héroe mítico Ulises, dice la leyenda popular.	Portugues::Frases
PT - Meti-me numas embrulhadas!	Meti-me numas embrulhadas!	[sound:_pt_meti-me_numas_embrulhadas!.mp3]	/mɨˈtimɨ ˈnumɐʃ ẽbɾuˈʎadɐʃ!/	Português		¡Me metí en un lío!	Portugues::Frases
PT - Ouvi dizer que...	Ouvi dizer que...	[sound:_pt_ouvi_dizer_que....mp3]	/oˈvi diˈzeɾ kɨ.../	Português		He oído que...	Portugues::Frases
PT - peixinhos da horta	peixinhos da horta	[sound:_pt_peixinhos_da_horta.mp3]	/pɐjˈʃiɲuʒ dɐ ˈɔɾtɐ/	Português		Peixinhos da horta.	Portugues::Frases
PT - Ponha-se no meu lugar.	Ponha-se no meu lugar.	[sound:_pt_ponha-se_no_meu_lugar..mp3]	/puˈɲasɨ nu ˈmew luˈɡaɾ./	Português		Ponte en mi lugar.	Portugues::Frases
PT - Por incrível que pareça...	Por incrível que pareça...	[sound:_pt_por_incrível_que_pareça..._(portugal).mp3]	/puɾ ĩˈkɾivɛɫ kɨ pɐˈɾɛsɐ.../	Português		Por increíble que parezca...	Portugues::Frases
PT - Revolução dos Cravos	Revolução dos Cravos	[sound:_pt_revolução_dos_cravos.mp3]	/ʁɨvuluˈsɐ̃w̃ ˈdɔʃ ˈkɾavuʃ/	Português		Revolución de los Claveles.	Portugues::Frases
PT - sentir tonturas	sentir tonturas	[sound:_pt_sentir_tonturas.mp3]	/sẽˈtiɾ tõˈtuɾɐʃ/	Português		Sentir mareos.	Portugues::Frases
PT - Se continuares assim, nunca terás sucesso	Se continuares assim, nunca terás sucesso	[sound:_pt_se_continuares_assim,_nunca_terás_sucesso.mp3]	/sɨ kõtinuˈaɾɨz ɐˈsĩ, ˈnũkɐ tɨˈɾaʃ suˈsɛsu/	Português		Si sigues así, nunca tendrás éxito.	Portugues::Frases
PT - se tivéssemos tido	se tivéssemos tido	[sound:_pt_se_tivéssemos_tido.mp3]	/sɨ tiˈvɛsɨmuʃ ˈtidu/	Português		Si hubiéramos tenido.	Portugues::Frases
PT - esqueceste-te	esqueceste-te	[sound:_pt_esqueceste-te.mp3]	/skɨsɨˈʃtɛtɨ/	Português		Te olvidaste.	Portugues::Frases
PT - Telefonei para uma amiga.	Telefonei para uma amiga.	[sound:_pt_telefonei_para_uma_amiga..mp3]	/tɨlɨfuˈnɐj pɐɾɐ ˈumɐ ɐˈmiɡɐ./	Português		Llamé a una amiga.	Portugues::Frases
PT - O livro que lhe ofereci não se vende no Brasil	O livro que lhe ofereci não se vende no Brasil	[sound:_pt_o_livro_que_lhe_ofereci_não_se_vende_no_brasil.mp3]	/u ˈlivɾu kɨ ˈʎɛ ofɨɾɨˈsi ˈnɐ̃w̃ sɨ ˈvẽdɨ nu bɾɐˈziɫ/	Português		El libro que le regalé no se vende en Brasil.	Portugues::Frases
PT - O meu vizinho é, como é que hei-de dizer, muito problemático.	O meu vizinho é, como é que hei-de dizer, muito problemático.	[sound:_pt_o_meu_vizinho_é,_como_é_que_hei-de_dizer,_muito_problemático..mp3]	/u ˈmew viˈziɲu ˈɛ, ˈkɔmu ˈɛ kɨ ˈɐjdɨ diˈzeɾ, ˈmũjtu pɾublɨˈmatiku./	Português		Mi vecino es, cómo decirlo, muy problemático.	Portugues::Frases
PT - O amor é fogo que arde sem se ver... Quanto mais se tenta apagá-lo, mais se acende outra vez	O amor é fogo que arde sem se ver... Quanto mais se tenta apagá-lo, mais se acende outra vez	[sound:_pt_o_amor_é_fogo_que_arde_sem_se_ver..._quanto_mais_se_tenta_apagá-lo,_mais_se_acende_outra_vez.mp3]	/u ɐˈmoɾ ˈɛ ˈfɔɡu kɨ ˈaɾdɨ ˈsɐ̃j̃ sɨ ˈveɾ... ˈkwɐ̃tu ˈmajʃ sɨ ˈtẽtɐ ɐpɐˈɡalu, ˈmajʃ sɨ ɐˈsẽdɨ ˈotɾɐ ˈveʃ/	Português		El amor es fuego que arde sin verse... Cuanto más se intenta apagar, más vuelve a encenderse.	Portugues::Frases
PT - O que acha que vai acontecer?	O que acha que vai acontecer?	[sound:_pt_o_que_acha_que_vai_acontecer_.mp3]	/u kɨ ˈaʃɐ kɨ ˈvaj ɐkõtɨˈseɾ?/	Português		¿Qué cree que va a pasar?	Portugues::Frases
PT - O que é isto	O que é isto	[sound:_pt_o_que_é_isto.mp3]	/u kɨ ˈɛ ˈiʃtu/	Português		¿Qué es esto?	Portugues::Frases
PT - O que importa é que ela esteja feliz.	O que importa é que ela esteja feliz.	[sound:_pt_o_que_importa_é_que_ela_esteja_feliz..mp3]	/u kɨ ĩˈpɔɾtɐ ˈɛ kɨ ˈɛlɐ ˈʃtɐʒɐ fɨˈliʃ./	Português		Lo que importa es que ella esté feliz.	Portugues::Frases
PT - O pior já passou	O pior já passou	[sound:_pt_o_pior_já_passou.mp3]	/u piˈɔɾ ˈʒa pɐˈso/	Português		Lo peor ya pasó.	Portugues::Frases
PT -  O senhor fala português?	O senhor fala português?	[sound:_pt_o_senhor_fala_português_.mp3]	/u sɨˈɲɔɾ ˈfalɐ puɾtuˈɡeʃ?/	Português		¿Usted habla portugués?	Portugues::Frases
PT - O trabalho é chato, mas o dinheiro é bom	O trabalho é chato, mas o dinheiro é bom	[sound:_pt_o_trabalho_é_chato,_mas_o_dinheiro_é_bom.mp3]	/u tɾɐˈbaʎu ˈɛ ˈʃatu, ˈmaz u diˈɲɐjɾu ˈɛ ˈbõ/	Português		El trabajo es aburrido, pero el dinero es bueno.	Portugues::Frases
PT - Os campeões ganhavam prémios.	Os campeões ganhavam prémios.	[sound:_pt_os_campeões_ganhavam_prémios..mp3]	/uʃ kɐ̃pɨˈõj̃ʒ ɡɐˈɲavɐ̃w̃ ˈpɾɛmiuʃ./	Português		Los campeones ganaban premios.	Portugues::Frases
PT - Os trabalhadores decidiram entrar em greve	Os trabalhadores decidiram entrar em greve	[sound:_pt_os_trabalhadores_decidiram_entrar_em_greve.mp3]	/uʃ tɾɐbɐʎɐˈdɔɾɨʒ dɨsiˈdiɾɐ̃w̃ ẽˈtɾaɾ ˈɐ̃j̃ ˈɡɾɛvɨ/	Português		Los trabajadores decidieron ir a la huelga.	Portugues::Frases
PT - Você fala português?	Você fala português?	[sound:_pt_você_fala_português_.mp3]	/vuˈse ˈfalɐ puɾtuˈɡeʃ?/	Português		¿Habla usted portugués?	Portugues::Frases
PT-br Deu tudo errado, ele entrou pelo cano	Deu tudo errado, ele entrou pelo cano	[sound:_pt_deu_tudo_errado,_ele_entrou_pelo_cano,.mp3]	/ˈdew ˈtudu iˈʁadu, ˈeli ẽˈtɾo ˈpɛlu ˈkɐnu/	Português (Brasil)		Salió todo mal, se metió en un lío.	Portugues::Frases Portugues::Frases::Passado
PT-BR Ontem à noite você virou um lobisomem.	Ontem à noite você virou um lobisomem.	[sound:_pt_ontem_à_noite_você_virou_um_lobisomem..mp3]	/ˈõtẽj̃ ˈa ˈnojtʃi voˈse viˈɾo ˈũ lobiˈzɔmẽj̃./	Português (Brasil)		Anoche te convertiste en hombre lobo.	Portugues::Frases Portugues::Frases::Passado
