aeroporto		aeroporto	o aeroporto	/u ɐɛɾɔˈpɔɾtu/	/u aeɾoˈpɔʁtu/	sm			airport	/ˈɛrˌpɔːrt/	/ˈeəpɔːt/	n			aeropuerto	/aɛɾoˈpwɛɾto/	/aɛɾoˈpwɛɾto/				aéroport		/aeʁɔpɔːʁ/				Flughafen		/ˈfluːkhaːfn̩/				aeroport						aeroporto	/aeroˈpɔrto/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
avião	<img src="pt_aviao.JPG">	avião, aviões	o avião, os aviões	/u ɐviˈɐ̃w̃, uz ɐviˈõj̃ʃ/	/u aviˈɐ̃w̃, uz aviˈõj̃s/	sm, smp			airplane	/ˈɛrˌpleɪn/	/ˈeəpleɪn/	n			avión, aviones	/aˈβjon, aˈβjones/	/aˈβjon, aˈβjones/				avion		/avjɔ̃/				Flugzeug		/ˈfluːktsɔɪ̯k/				avió						aereo	/aˈɛreo/											Portugues::Curso::1A2 Vocabulary::Transport
povo (conjunto de pessoas)		povo	o povo	/u ˈpɔvu/	/u ˈpɔvu/	sm			people	/ˈpʰiːpəl/	/ˈpʰiːpᵊl/	n			pueblo (personas)	/ˈpweβlo/	/ˈpweβlo/				peuple (groupe de personnes)		/pœpl (ɡʁup də pɛʁsɔn) /				Volk (Gruppe von Menschen)		/ˈfɔlk (ˈɡrʊpə ˈfɔn ˈmɛnʃən) /				poble (conjunt de persones)						popolo (gruppo di persone)	/ˈpɔpolo (ˈɡruppo di ˈpɛrsone) /											Portugues::Falso_Amigo Portugues::Vocabulario Portugues::Vocabulario::Abstratos Portugues::Vocabulario::Pessoas
passadeira	<img src="pt_passadeira.JPG">	passadeira	a passadeira	/ɐ pɐsɐˈdɐjɾɐ/	/a pasaˈdejɾɐ/	sf	Faixa de segurança destinada à passagem de peões, constituída por retângulos brancos sucessivos pintados na estrada.		crosswalk	/ˈkrɔsˌwɔk/	/ˈkrɒswɔːk/	n			paso de peatones	/ˈpaso ðe peaˈtones/	/ˈpaso ðe peaˈtones/				passage piéton		/pɑsaʒ pjetɔ̃/				Fußgängerüberweg		/ˈfuːsɡɛŋɐʔyːbɐveːk/				travesia						attraversamento pedonale	/attraversaˈmento pedoˈnale/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
jardim		jardim	o jardim	/u ʒɐɾˈdĩ/	/u ʒaʁˈdĩ/	sm			garden	/ˈɡɑːrdn̩/	/ˈɡɑːdᵊn/	n			jardín	/xaɾˈðin/	/xaɾˈðin/				jardin		/ʒaʁdɛ̃/				Garten		/ˈɡartn̩/				jardí						giardino	/dʒarˈdino/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
passeio	<img src="pt_passeio.JPG">	passeio	o passeio	/u pɐˈsɐju/	/u paˈseju/	sm	Parte da via pública, normalmente sobrelevada, que ladeia a faixa de rodagem e se destina ao trânsito de peões.		sidewalk	/ˈsaɪdˌwɔk/	/ˈsaɪdwɔːk/	n			banqueta, acera	/bankɛtaaˈθɛɾa/	/bankɛtaaˈsɛɾa/				trottoir		/tʁɔtwaːʁ/				Gehweg		/ˈɡeːveːk/				viatge						passeggiata	/passedˈdʒata/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade Portugues::Falso_Amigo
cinema		cinema	o cinema	/u siˈnɛmɐ/	/u siˈnɛmɐ/	sm			cinema	/ˈsɪnəmə/	/ˈsɪnəmə/	n			cine	/ˈθine/	/ˈsine/				cinéma		/sinema/				Kino		/ˈkiːnoː/				cinema						cinema	/ˈtʃinema/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
quiosque		quiosque	o quiosque	/u kiˈɔskɨ/	/u kiˈɔski/	sm			kiosk	/ˈkʰiːˌɑsk/	/ˈkʰiːɒsk/	n			quiosco	/ˈkjosko/	/ˈkjosko/				kiosque		/kjɔsk/				Kiosk		/ˈkiːɔsk/				quiosc						chiosco	/ˈkjɔsko/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
hospital		hospital	o hospital	/u oʃpiˈtaɫ/	/u ospiˈtaw/	sm			hospital	/ˈhɑːspɪtl̩/	/ˈhɒspɪtᵊl/	n			hospital	/ospiˈtal/	/ospiˈtal/				hôpital		/ɔpital/				Krankenhaus		/ˈkraŋkn̩haʊ̯s/				hospital						ospedale	/ospeˈdale/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
semáforo	<img src="pt_cruzamento.JPG">	semáforo	o semáforo	/u sɨˈmafuɾu/	/u seˈmafuɾu/	sm	Ponto onde convergem duas ou mais vias.		intersection	/ˌɪntə˞ˈsɛkʃən/	/ˌɪntəˈsekʃᵊn/	n			intersección	/intɛɾsɛkˈθjon/	/intɛɾsɛkˈsjon/				carrefour		/kaʁfuːʁ/				Kreuzung		/ˈkrɔɪ̯tsʊŋ/				cruzament						incrocio	/inˈkrotʃo/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
oculista		oculista	o/a oculista	/ˈɔɐ okuˈliʃtɐ/	/ˈɔɐ okuˈlistɐ/	sm/f			optician	/ɑpˈtʰɪʃən/	/ɒpˈtʰɪʃᵊn/	n			óptico	/ˈoptiko/	/ˈoptiko/				opticien		/ɔptisjɛ̃/				Optiker		/ˈɔptɪkɐ/				optica						ottico	/ˈɔttiko/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
parque		parque	o parque	/u ˈpaɾkɨ/	/u ˈpaʁki/	sm			parking (PT)	/ˈpʰɑːrkɪŋ/	/ˈpʰɑːkɪŋ/	n			estacionamiento (PT)	/ɛstaθjonaˈmjɛnto/	/ɛstasjonaˈmjɛnto/				parc		/paʁk/				Park		/ˈpark/				parc						parco	/ˈparko/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
praça	<img src="pt_praça.JPG">	praça	a praça	/ɐ ˈpɾasɐ/	/a ˈpɾasɐ/	sf	Lugar público e amplo geralmente rodeado de edifícios e onde desembocam várias ruas.		square	/ˈskwɛr/	/ˈskweə/	n			plaza	/ˈplaθa/	/ˈplasa/				place		/plas/				Platz		/ˈplats/				plaça						piazza	/ˈpjattsa/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
vila	<img src="_vila_Mértola.jpg">	vila	a vila	/ɐ ˈvilɐ/	/a ˈvilɐ/	sf	De tamanho intermédio entre a&nbsp;aldeia&nbsp;e a&nbsp;cidade, dotado de uma&nbsp;economia&nbsp;quase autossuficiente.		town	/ˈtʰaʊn/	/ˈtʰaʊn/	n			pueblo, ciudad pequeña	/ˈpweβlo/	/ˈpweβlo/				bourgade		/buʁɡad/				Stadt		/ˈʃtat/				vila						cittadina	/tʃittaˈdina/											Portugues::Vocabulario::Cidade Portugues::Vocabulario::Locais::Assentamentos Vocabulary::Places Vocabulary::Places::Human
cidade	<img src="_cidade_ciudad_Lisboa.JPG">	cidade	a cidade	/ɐ siˈdadɨ/	/a siˈdadʒi/	sf			city	/ˈsɪti/	/ˈsɪti/	n			ciudad	/θjuˈðað/	/sjuˈðað/				ville		/vil/				Stadt		/ˈʃtat/				ciutat						città	/tʃitˈta/											Portugues::Curso::1A2 Portugues::Vocabulario::Casa Portugues::Vocabulario::Cidade Portugues::Vocabulario::Locais::Assentamentos Vocabulary::City Vocabulary::Places::Human
estrada	<img src="pt_estrada.JPG">	estrada	a estrada	/ɐ ʃˈtɾadɐ/	/a isˈtɾadɐ/	sf	Via de comunicação terrestre especialmente destinada ao trânsito de veículos automóveis.		road	/ˈroʊd/	/ˈrəʊd/	n			carretera	/karɛˈtɛɾa/	/karɛˈtɛɾa/				route		/ʁut/				Straße		/ˈʃtraːsə/				camí						strada	/ˈstrada/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade Portugues::Falso_Amigo
rua	<img src="pt_rua.JPG">	rua	a rua	/ɐ ˈʁuɐ/	/a ˈʁuɐ/	sf	Via dentro de uma povoação, ger. ladeada de casas, prédios, muros ou jardins.		street	/ˈstrit/	/ˈstriːt/	n			calle	/ˈkaʎe/	/ˈkaʎe/				rue		/ʁy/				Straße		/ˈʃtraːsə/				carrer						strada	/ˈstrada/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
eléctrico	<img src="pt_electrico.JPG">	eléctrico	o eléctrico	/u iˈlɛtɾiku/	/u iˈlɛtɾiku/	sm	Veículo de transporte urbano&nbsp;de&nbsp;passageiros movido a eletricidade, sobre carris de ferro.		tram	/ˈtræm/	/ˈtræm/	n			tranvía	/tɾamˈbia/	/tɾamˈbia/				tram		/tʁam/				Straßenbahn		/ˈʃtraːsn̩baːn/				tram						tram	/tram/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade::Transporte Vocabulary::Transport
praia		praia	a praia	/ɐ ˈpɾajɐ/	/a ˈpɾajɐ/	sf			beach	/ˈbitʃ/	/ˈbiːtʃ/	n			la playa	/la ˈplaʝa/	/la ˈplaʝa/				la plage		/la plaːʒ/				Strand		/ˈʃtrant/				la platja						la spiaggia	/la ˈspjaddʒa/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
escola		escola	a escola	/ɐ ˈʃkɔlɐ/	/a isˈkɔlɐ/	sf			school	/ˈskuːl/	/ˈskuːl/	n			escuela	/ɛsˈkwela/	/ɛsˈkwela/				école		/ekɔl/				Schule		/ˈʃuːlə/				escola						scuola	/ˈskwɔla/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
comboio	<img src="pt_comboio.JPG">	comboio	o comboio	/u kõˈboju/	/u kõˈboju/	sm			train (PT)	/ˈtreɪn/	/ˈtreɪn/	n			tren (PT)	/ˈtɾɛn t/	/ˈtɾɛn t/				train		/tʁɛ̃/				Zug		/ˈtsuːk/				tren						treno	/ˈtrɛno/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade::Transporte Vocabulary::Transport
supermercado		supermercado	o supermercado	/u supɨɾmɨɾˈkadu/	/u supeʁmeʁˈkadu/	sm			supermarket	/ˈsuːpə˞ˌmɑːrkət/	/ˈsuːpəˌmɑːkɪt/	n			supermercado	/supɛɾmɛɾˈkaðo/	/supɛɾmɛɾˈkaðo/				supermarché		/sypɛʁmaʁʃe/				Supermarkt		/ˈzuːpɐmarkt/				supermercat						supermercato	/supermerˈkato/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
morada	<img src="pt_morada.JPG">	morada	a morada	/ɐ muˈɾadɐ/	/a moˈɾadɐ/	sf	Lugar onde se mora, domicílio. (Com "M")		address	/əˈdrɛs/	/əˈdres/	n			dirección	/diɾɛkˈθjon/	/diɾɛkˈsjon/				adreça		/adʁəsa/				Adresse		/aˈdrɛsə/				direcció						indirizzo	/indiˈrittso/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
endereço	<img src="pt_endereço.JPG">	endereço	o endereço	/u ẽdɨˈɾɛsu/	/u ẽdeˈɾɛsu/	sm	<span style="background-color: rgb(255, 255, 255);">Indicação da morada da pessoa a quem se pode dirigir uma mensagem escrita ou uma encomenda. (Com "E")</span>		address	/əˈdrɛs/	/əˈdres/	n			dirección	/diɾɛkˈθjon/	/diɾɛkˈsjon/				adreça		/adʁəsa/				Adresse		/aˈdrɛsə/				direcció						indirizzo	/indiˈrittso/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
farmácia		farmácia	a farmácia	/ɐ fɐɾˈmasiɐ/	/a faʁˈmasiɐ/	sf			pharmacy	/ˈfɑːrməsi/	/ˈfɑːməsi/	n			farmacia	/faɾˈmaθja/	/faɾˈmasja/				pharmacie		/faʁmasi/				Apotheke		/apoˈteːkə/				farmàcia						farmacia	/farmatʃa/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
padaria		padaria	a padaria	/ɐ pɐdɐˈɾiɐ/	/a padaˈɾiɐ/	sf	Muy poco común en las ciudades (PT) porque el pan normalmente se puede comprar en la pastelaria, que además funciona como café, donde se puede también almorzar (pero no cenar).		bakery	/ˈbeɪkə˞ri/	/ˈbeɪkᵊri/	n			panadería	/panaðɛˈɾia/	/panaðɛˈɾia/				boulangerie		/bulɑ̃ʒʁi/				Bäckerei		/bɛkəˈraɪ̯/				forn						panetteria	/panetteˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
biblioteca		biblioteca	a biblioteca	/ɐ bibliuˈtɛkɐ/	/a biblioˈtɛkɐ/	sf			library	/ˈlaɪˌbrɛri/	/ˈlaɪbrəri/	n			biblioteca	/biβljoˈteka/	/biβljoˈteka/				bibliothèque		/biblijɔtɛk/				Bibliothek		/biblioˈteːk/				biblioteca						biblioteca	/bibljoˈtɛka/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
florista		florista	o/a florista	/ˈɔɐ fluˈɾiʃtɐ/	/ˈɔɐ floˈɾistɐ/	sm/f			florist	/ˈflɔːrɪst/	/ˈflɒrɪst/	n			florista	/floˈɾista/	/floˈɾista/				fleuriste		/flœʁist/				Florist		/floˈrɪst/				florista						fiorista	/fjoˈrista/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Pessoas::Profissoes Português::Vocabulario::Trabalho::Profissoes Português::Vocabulario::Trabalho::Workplace
cabelereiro		cabelereiro	o/a cabeleireiro	/ˈɔɐ kɐbɨlɐjˈɾɐjɾu/	/ˈɔɐ kabelejˈɾejɾu/	sm/f			hairdresser	/ˈhɛrˌdrɛsə˞/	/ˈheəˌdresə/	n			peluquero	/peluˈkɛɾo/	/peluˈkɛɾo/				coiffeur		/kwafœːʁ/				Friseur		/friˈzøːɐ̯/				perruquer						parrucchiere	/parrukˈkjɛre/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
hotel		hotel	o hotel	/u oˈtɛɫ/	/u oˈtɛw/	sm			hotel	/hoˈtʰɛl/	/həʊˈtʰel/	n			hotel	/oˈtɛl/	/oˈtɛl/				hôtel		/otɛl/				Hotel		/hoˈtɛl/				hotel						hotel	/otel/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
ourivesaria		ourivesaria	a ourivesaria	/ɐ oɾivɨzɐˈɾiɐ/	/a oɾivezaˈɾiɐ/	sf			jewelry shop	/ˈdʒuːlri ˈʃɑp/	/ˈdʒuːəlri ˈʃɒp/	n			joyería	/xoʝɛˈɾia/	/xoʝɛˈɾia/				bijouterie		/biʒutʁi/				Juwelier		/juveˈliːɐ̯/				joieria						gioielleria	/dʒojelleˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
laboratório		laboratório	o laboratório	/u lɐbuɾɐˈtɔɾiu/	/u laboɾaˈtɔɾiu/	sm			laboratory	/ˈlæbrəˌtɔːri/	/ləˈbɒrətᵊri/	n			laboratorio	/laβoɾaˈtoɾjo/	/laβoɾaˈtoɾjo/				laboratoire		/labɔʁatwaːʁ/				Labor		/laˈboːɐ̯/				laboratori						laboratorio	/laboraˈtɔrjo/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
talho		talho	o talho	/u ˈtaʎu/	/u ˈtaʎu/	sm			butcher shop	/ˈbʊtʃə˞ ˈʃɑp/	/ˈbʊtʃə ˈʃɒp/	n			carnicería	/kaɾniθɛˈɾia/	/kaɾnisɛˈɾia/				boucherie		/buʃʁi/				Metzgerei		/mɛtsɡəˈraɪ̯/				carnisseria						macelleria	/matʃelleˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
mota	<img src="pt_mota.JPG">	mota	a mota	/ɐ ˈmɔtɐ/	/a ˈmɔtɐ/	sf			motorcycle	/ˈmoʊtə˞ˌsaɪkəl/	/ˈməʊtəˌsaɪkᵊl/	n			moto	/ˈmoto/	/ˈmoto/				moto		/mɔto/				Motorrad		/moːˈtoːɐ̯raːt/				moto						motocicletta	/mototʃiˈkletta/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade::Transporte Vocabulary::Transport
museu		museu	o museu	/u muˈzew/	/u muˈzew/	sm			museum	/mjʊˈziːəm/	/mjuːˈziːəm/	n			museo	/muˈseo/	/muˈseo/				musée		/myze/				Museum		/muˈzeːʊm/				museu						museo	/muˈzɛo/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
parlamento		parlamento	o parlamento	/u pɐɾlɐˈmẽtu/	/u paʁlɐˈmẽtu/	sm			parliament	/ˈpʰɑːrləmənt/	/ˈpʰɑːlɪmənt/	n			parlamento	/paɾlaˈmɛnto/	/paɾlaˈmɛnto/				parlement		/paʁləmɑ̃/				Parlament		/parlaˈmɛnt/				parlament						parlamento	/parlaˈmento/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
residência		residência	a residência	/ɐ ʁɨziˈdẽsiɐ/	/a ʁeziˈdẽsiɐ/	sf			residence	/ˈrɛzədəns/	/ˈrezɪdᵊns/	n			residencia	/resiˈðɛnθja/	/resiˈðɛnsja/				résidence		/ʁezidɑ̃ːs/				Residenz		/reziˈdɛnts/				residència						residenza	/reziˈdɛntsa/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
restaurante (local)		restaurante	o restaurante	/u ʁɨʃtɐwˈɾɐ̃tɨ/	/u ʁestawˈɾɐ̃tʃi/	sm			restaurant	/ˈrɛstə˞ˌrɑːnt/	/ˈrestrɒnt/	n			restaurante	/rɛstawˈɾante/	/rɛstawˈɾante/				restaurant		/ʁɛstɔʁɑ̃/				Restaurant		/rɛstoˈrɑ̃ː/				restaurant						ristorante	/ristoˈrante/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
estação (de metrô, de comboio)		estação (de metrô, de comboio)	a estação (de metro, de comboios)	/ɐ ʃtɐˈsɐ̃w̃ (dɨ ˈmɛtɾu, dɨ kõˈbojuʃ) /	/a istaˈsɐ̃w̃ (dʒi ˈmɛtɾu, dʒi kõˈbojus) /	sf			station	/ˈsteɪʃən/	/ˈsteɪʃᵊn/	n			estación	/ɛstaˈθjon/	/ɛstaˈsjon/				station		/stɑsjɔ̃/				Station		/ʃtaˈtsi̯oːn/				estació						stazione	/statˈtsjone/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
teatro		teatro	o teatro	/u tiˈatɾu/	/u tʃiˈatɾu/	sm			theater	/ˈθiːətə˞/	/ˈθɪətə/	n			teatro	/teˈatɾo/	/teˈatɾo/				théâtre		/teɑːtʁ/				Theater		/teˈʔaːtɐ/				teatre						teatro	/teˈatro/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
universidade		universidade	a universidade	/ɐ univɨɾsiˈdadɨ/	/a univeʁsiˈdadʒi/	sf			university	/ˌjuːnəˈvɜ˞səti/	/ˌjuːnɪˈvɜːsɪti/	n			universidad	/uniβɛɾsiˈðað/	/uniβɛɾsiˈðað/				université		/ynivɛʁsite/				Universität		/univɛrziˈtɛːt/				universitat						università	/universiˈta/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
agência (de viagens)		agência de viagens	a agência de viagens	/ɐ ɐˈʒẽsiɐ dɨ viˈaʒẽʃ/	/a aˈʒẽsiɐ dʒi viˈaʒẽs/	exp			travel agency	/ˈtrævəl ˈeɪdʒənsi/	/ˈtrævᵊl ˈeɪdʒᵊnsi/	n			agencia (de viajes)	/aˈxɛnθja ðe ˈβjaxes/	/aˈxɛnsja ðe ˈβjaxes/				agence de voyages		/aʒɑ̃s də vwajaːʒ/				Reisenbüro		/ˈraɪ̯zə #buro#/				agència (de viatges)						agenzia (di viaggi)	/adʒenˈtsia (di ˈvjaddʒi) /											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
bilhetes (transporte)	<img src="pt_bilhetes.JPG">	bilhetes	os bilhetes	/uʒ biˈʎɛtɨʃ/	/uʒ biˈʎɛtes/	smp	Senha que, mediante pagamento, dá direito à utilização de meios de transporte públicos.		(train) tickets	/ˈtreɪn ˈtʰɪkəts/	/ˈtreɪn ˈtʰɪkɪts/	n			boletos (de tren)	/boˈlɛtos ðe ˈtɾɛn/	/boˈlɛtos ðe ˈtɾɛn/				billets de train		/bijɛ də tʁɛ̃/				Bahntickets		/ˈbaːn #tickets#/				bitllets (de tren)						biglietti (del treno)	/biʎˈʎetti (ˈdel ˈtrɛno) /											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade::Transporte Vocabulary::Transport
bilheteria (de cinema)		bilheteria (de cinema)	a bilheteria (de cinema)	/ɐ biʎɨtɨˈɾiɐ (dɨ siˈnɛmɐ) /	/a biʎeteˈɾiɐ (dʒi siˈnɛmɐ) /	sf			ticket office (cinema)	/ˈtʰɪkət ˈɑːfəs (ˈsɪnəmə) /	/ˈtʰɪkɪt ˈɒfɪs (ˈsɪnəmə) /	n			taquilla (de cine)	/taˈkiʎa ðe ˈθine/	/taˈkiʎa ðe ˈsine/				billetterie (cinéma)		/bijɛtʁi (sinema) /				Kino-Kasse		/ˈkiːnoː ˈkasə/				taquilla (de cinema)						biglietteria (cinema)	/biʎʎetteˈria (ˈtʃinema) /											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
correios		correios	os correios	/uʃ kuˈʁɐjuʃ/	/uʃ koˈʁejus/	smp			post office	/ˈpʰoʊst ˈɑːfəs/	/ˈpʰəʊst ˈɒfɪs/	n			correos	/koˈreos/	/koˈreos/				bureau de poste		/byʁo də pɔst/				Post, Postamt		/ˈpɔst/				correus						ufficio postale	/ufˈfitʃo posˈtale/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
