7035	mostarda	a mostarda	/muʃ.ˈtaɾ.dɐ/	/moʃ.ˈtaɾ.dɐ/	sf		mustard						mostaza							moutarde					Most					mostassa					mostarda
7036	noz-moscada	a noz-moscada	/ˌnoʃ.muʃ.ˈka.dɐ/	/ˌnoʃ.muʃ.ˈka.dɐ/	sf		nutmeg						nuez moscada							muscade					Muskatnuss					nou moscada					noce moscata
7037	orégão	o orégão	/u.ɾɨ.ˈɡɐ̃w̃/	/o.ˈɾɛ.ɡɐ̃w̃/	sm		oregano						orégano							origan					Oregano					orenga					origano
7038	salsa	a salsa	/ˈsal.sɐ/	/ˈsal.sɐ/	sf		parsley						perejil							persil					Petersilie					panyil					prezzemolo
7039	paprica / colorau	a paprica / o colorau	/pa.ˈpɾi.kɐ/, /ku.ɫu.ˈɾau/	/pa.ˈpri.ka/, /ko.lo.ˈrau/	sf sm		paprika						pimentón							paprika					Paprika					pimentó					paprica
7040	pimenta	a pimenta	/pi.ˈmẽ.tɐ/	/pi.ˈmẽ.tɐ/	sf		pepper						pimienta							poivre					Pfeffer					piment					pepe
7041	alecrim	o alecrim	/ɐ.ˈlɛ.kɾĩ/	/a.ˈlɛ.kɾĩ/	sm		rosemary						romero							romarin					Rosmarin					romaní					rosmarino
7042	salsa	a salsa	/ˈsal.sɐ/	/ˈsal.sɐ/	sf		parsley						perejil							persil					Petersilie					pebrot					prezzemolo
7043	sésamo	o sésamo	/ˈse.za.mu/	/ˈse.za.mu/	sm		sesame						sésamo							sésame					Sesam					sèsam					semilla di sèsam
7044	tomilho	o tomilho	/to.ˈmi.ʎu/	/to.ˈmi.ʎu/	sm		thyme						tomillo							thymian					Thymian					tomill					timo
7045	vinagre	o vinagre	/vi.ˈna.ɡɾi/	/vi.ˈna.ɡɾi/	sm		vinegar						vinagre							vinaigre					Essig					vinagre					aceto
7046	especiarias	as especiarias	/ˌeʃ.pe.sɨ.ɐ.ˈɾi.ɐʃ/	/ˌɛs.pɛ.sɪ.ɐ.ˈri.ɐʃ/	sfp		spices						especias							épices					Gewürze					especíes					spezie
7047	ervas aromáticas	as ervas aromáticas	/ˈɛɾ.vɐʒ ɐ.ɾu.ˈma.ti.kɐʃ/	/ˈɛr.vɐz a.ɾo.ˈma.ti.kɐʃ/	sfp		herbs						hierbas aromáticas							herbes aromatiques					Kräuter					herbes aromaticas					erbe aromatiche
7048	temperos	os temperos	/tẽ.ˈpɛ.ɾuʁ/	/tẽ.ˈpɛ.ɾus/	smp		seasonings						condimentos, sazonadores							assaisonnements					Gewürze					sazonadures					spezie
7049	frutos secos	os frutos secos	/ˈfɾu.tus ˈsɛ.kus/	/ˈfɾu.tus ˈsɛ.kus/	smp		nuts/fruits secs						frutos secos							fruits secs					Trockenfrüchte					fruits secs					frutti secchi, frutta secca
7050	amêndoa	a amêndoa	/ɐ.ˈmẽ.du.ɐ/	/ɐ.ˈmẽ.du.ɐ/	sf		almond						almendra							amande					Mandel					ametlla/almendra					mandorla
7051	caju	o caju	/ˈka.ʒu/	/ˈka.ʒu/	sm		cashew						anacardo							anacarde					Cashewnuss					cassú					caju
7052	avelã	a avelã	/ɐ.vɨ.ˈlã/	/a.vɛ.ˈlã/	sf		hazelnut						avellana							noisette					Haselnuss					avellana/nueç					avelã
7053	amedoim	o amedoim	/ɐ.mɨ.ˈdwãj̃/	/a.mɨ.ˈdwaj̃/	sm		peanut						cacahuete, cacahuate							arachide					Erdnuss					manís					arachide
7054	castanha	a castanha	/kɐʃ.ˈtɐ.ɲɐ/	/kaʃ.ˈta.ɲa/	sf		chestnut						castaña							châtaigne					Kastanie					castanya/castanya					chestnut
7055	noz	a noz	/ˈnɔʃ/	/ˈnɔs/	sf		walnut						nuez							noix					Walnuss					nous					nocciola
7056	pinhão	o pinhão	/pi.ˈɲɐ̃w̃/	/pi.ˈɲɐ̃w̃/	sm		pine nut						piñón							pignon					Pinienkern					pinyó					pignolo
7057	sementes de girassol	as sementes de girassol	/sɨ.ˈmẽ.tɨʒ dɨ ʒi.ɾɐ.ˈsol/	/sɛ.ˈmɛn.tɛs dɛ ʒi.ˈras.sɔl/	sfp		sunflower seeds						pipas, semillas de girasol							graines de tournesol					Sonnenblumenkerne					llavors de gira-sol					semillas de girasol
7058	pistácio / pistachio	o pistácio / o pistachio	/piʃ.ˈta.sju/, /pi.ˈsta.kju/	/piʃ.ˈta.sjo/, /pi.ˈsta.kjo/	sm		pistachio						pistacho, pistache							pistache					Pistazie					pistatxo/pistatxo					pistacchio
7059	frutas	as frutas	/ˈfɾu.tɐʃ/	/ˈfɾu.tɐs/	sfp		fruits						frutas							fruits					Obst					fruites					frutta
7060	legumes	os legumes	/lɨ.ˈɡu.mɨʃ/	/ˈlɛ.ɡu.mɨʃ/	smp		vegetables						verduras							légumes					Gemüse					vegetals					verdure
7061	vegetais	os vegetais	/vɨʒ.ˈtajs/	/vɛ.ʒɛ.ˈtajs/	smp		vegetables						vegetales							légumes					Gemüse					vegetals					verdure
7062	leguminosas	as leguminosas	/lɨ.ɡu.mi.ˈnɔ.zɐʃ/	/lɛ.ɡu.mi.ˈnɔ.zɐʃ/	sfp		legumes						leguminosas							légumineuses					Hülsenfrüchte					llegums					leguminose
7063	tubérculos	os tubérculos	/tu.ˈbɛɾ.ku.lus/	/tu.ˈbɛɾ.ku.lus/	smp		tubers						tubérculos							tubercules					Knollen					tubercles					tuberi
7064	azeitona	a azeitona	/ɐ.zɐj.ˈto.nɐ/	/ɐ.zɛj.ˈto.na/	sf		olive						aceituna							olive					Olive					oliva					oliva
7065	acelga	a acelga	/ɐ.ˈsɛɫ.ɡɐ/	/a.ˈsɛɫ.ɡɐ/	sf		swiss chard						acelga							bettes					Kohlrabi					acelga					bietola
7066	abacate	o abacate	/ɐ.bɐ.ˈka.tɨ/	/a.ba.ˈka.tɨ/	sm		avocado						aguacate							avocat					Avocado					avocat					avocado
7067	alho	o alho	/ˈa.ʎu/	/ˈa.ʎu/	sm		garlic						ajo							ail					Knoblauch					all					iacapo
7068	alperce / damasco	o alperce / o damasco	/aɫ.ˈpɛɾ.sɨ/, /dɐ.ˈmaʃ.ku/	/aɫ.ˈpɛɾ.sɨ/, /da.ˈmaʃ.ku/	sm		apricot						albaricoque, chabacano							abricot					Aprikose					albercoc					albicocca
7069	alcachofra	a alcachofra	/ɐɫ.ˈka.ʃu.fɾɐ/	/aɫ.ˈka.ʃu.fɾɐ/	sf		artichoke						alcachofa							artichaut					Artischocke					alcalxofa					carciofo
7070	alcaparra	a alcaparra	/ɐɫ.ka.ˈpa.ʁɐ/	/aɫ.ka.ˈpa.ʁɐ/	sf		caper						alcaparra							câpre					Kapern					alcaparra					capperi
7071	tremoço	o tremoço	/tɾi.ˈmu.sku/	/tɾi.ˈmu.sku/	sm		lupin seed 						altramuz							lupin					Lupine					trompeta					lupino
7072	aipo	o aipo	/ˈaj.pu/	/ˈaj.pu/	sm		celery						apio							céleri					Sellerie					api					cedro
7073	arando	o arando	ɐ.ˈɾɐ̃.du	ɐ.ˈɾɐ̃.du	sm		cranberry						arándano							canberry					Cranberry					morera					mirtillo
7074	arroz	o arroz	/ɐ.ˈʁɔs/	/a.ˈʁɔs/	sm		rice						arroz							riz					Reis					arròs					riso
7075	bernigela	a bernigela	/bɨɾ.ni.ˈʒɛ.ɫɐ/	/bɛɾ.ni.ˈʒɛ.la/	sf		black cumin						berengena							nigelle					Schwarzkümmel					nigella					nigella
7076	brócolos	os brócolos	/ˈbɾɔ.ku.lus/	/ˈbɾɔ.ku.lus/	smp		broccoli						brócoli							brocoli					Brokkoli					bròquil					broccoli
7077	batata dolce	a batata-doce	/bɐ.ˈta.tɐ ˈdɔɫ.sɨ/	/ba.ˈta.ta ˈdɔɫ.sɨ/	sf		sweet potato						boniato							patate douce					Süßkartoffel					patata dolça					patata dolce
7078	curgete, courgette	a curgete, a courgette	/kur.ˈʒɛ.tɨ/, /kuʁ.ˈʒɛt/	/kuʁ.ˈʒɛ.tɨ/, /kur.ˈʒɛt/	sf		zucchini						calabacín							courgette					Zucchini					cabassó					zucchina
7079	abóbora	a abóbora	/ɐ.ˈbo.βo.ɾɐ/	/a.ˈbɔ.bo.ɾa/	sf		pumpkin						calabaza							citrouille					Kürbis					cabàs					zucca
7080	caqui, dióspiro	o caqui, o dióspiro	/ˈka.ki/, /dju.ˈspi.ɾu/	/ˈka.ki/, /dju.ˈspi.ɾu/	sm		persimmon						caqui							kaki					Kaki					caqui					caco
7081	cebola	a cebola	/sɨ.ˈbo.lɐ/	/sɛ.ˈbɔ.la/	sf		onion						cebolla							oignon					Zwiebel					cebolla					cipolla
7082	cereja	a cereja	/sɨ.ˈɾɛ.ʒɐ/	/sɛ.ˈrɛ.ʒa/	sf		cherry						cereza							cerise					Kirsche					cirera					ciliegia
7083	anona	a anona	ɐ.ˈno.nɐ	ɐ.ˈno.na	sf		custard apple						chirimoya							corossol					Stechäpfel					anona					anona
7084	ameixa	a ameixa	ɐ.ˈmɐj.ʃɐ	ɐ.ˈmɐj.ʃa	sf		plum						ciruela							prune					Pflaume					pruna					prugna
7085	couve	a couve	/ˈko.vɨ/	/ˈko.vɨ/	sf		cabbage						col, repollo							chou					Kohl					col					col
7086	couve-flor	a couve-flor	/ˈko.vɨ ˈfɫoɾ/	/ˈko.vɨ ˈfɫoɾ/	sf		cauliflower						coliflor							chou-fleur					Blumenkohl					coliflor					cavolfiore
7087	tâmara	a tâmara	/ˈtɐ.mɐ.ɾɐ/	/ˈtɐ.mɐ.ɾa/	sf		date						dátil							datte					Dattel					dàtil					dattero
7088	endiva, endívia	a endiva, a endívia	/ẽ.ˈdi.vɐ/, /ẽ.ˈdi.vi.ɐ/	/ẽ.ˈdi.vɐ/, /ẽ.ˈdi.vi.ɐ/	sf		endive						endivia							endive					Endivie					endívia					endivia
7089	espargo	o espargo	/ɨʃ.ˈpaɾ.ɡu/	/is.ˈpar.ɡu/	sm		asparagus						espárrago							asperge					Spargel					espàrrec					asparago
7090	espinafres	os espinafres	/ɨʃ.pi.na.ˈfɾɨʃ/	/is.pi.na.ˈfɾɨʃ/	smp		spinach						espinacas							épinards					Spinat					espinacs					spinaci
7091	framboesa	a framboesa	/fɾɐ̃.bɔ.ˈe.zɐ/	/fɾɐ̃.bɔ.ˈe.zɐ/	sf		raspberry						frambuesa							framboise					Himbeere					morera					lampone
7092	morango	o morango	/mu.ˈɾɐ̃.ɡu/	/mu.ˈɾɐ̃.ɡu/	sm		strawberry						fresa / fresón							fraise					Erdbeere					fresca					fragola
7093	grão de bico	o grão de bico	/ˈɡɾɐ̃w̃ dɨ ˈbi.ku/	/ˈɡɾɐ̃w̃ dɨ ˈbi.ku/	sm		chickpea						garbanzo							pois chiche					Kichererbse					cigronet					cicerchia
7094	romã	a romã	/ɾu.ˈmɐ̃/	/ɾo.ˈmɐ̃/	sf		pomegranate						granada							grenade					Granatapfel					romaní					melagrana
7095	ervilhas	as ervilhas	/ɨɾ.ˈvi.ʎɐʃ/	/is.ˈvi.ʎɐʃ/	sfp		peas						guisantes							pois					Erbsen					piselli					piselli
7096	favas	as favas	/ˈfa.vɐʃ/	/ˈfa.vɐʃ/	sfp		broad beans						habas							fèves					Saubohnen					faves					fave
7097	figo	o figo	/ˈfi.ɡu/	/ˈfi.ɡu/	sm		fig						higo							figue					Feige					figa					fico
7098	figo da índia	o figo da índia	/ˈfi.ɡu ðɐ ˈĩ.dɨ.ɐ/	/ˈfi.ɡu dɐ ˈĩ.dʒi.ɐ/	sm		prickly pear						higo chumbo							figue de Barbarie					Feigenkaktus					figa d'Índia					fico d'India
7099	feijão	o feijão	/fej.ˈʒɐ̃w̃/	/fej.ˈʒɐ̃w̃/	sm		beans						judía							haricots					Bohnen					fejão					fagiolo
7100	feijão verde	o feijão verde	/fej.ˈʒɐ̃w̃ ˈveɾ.ðɨ/	/fej.ˈʒɐ̃w̃ ˈveɾ.ði/	sm		green beans						judías verdes							haricots verts					Grüne Bohnen					fejó verd					fagiolo verde
7101	kiwi	o kiwi	/ˈki.wi/	/ˈki.wi/	sm		kiwi						kiwi							kiwi					Kiwi					kiwi					kiwi
7102	alface	a alface	/ɐɫ.ˈfa.sɨ/	/aɫ.ˈfa.sɨ/	sf		lettuce						lechuga							laitue					Kopfsalat					enciam					lattuga
7103	lentilhas	as lentilhas	/lẽ.ˈti.ʎɐʃ/	/lẽ.ˈti.ʎɐʃ/	sfp		lentils						lentejas							lentilles					Linsen					llenties					lenticchie
7104	limão	o limão	/li.ˈmɐ̃w̃/	/li.ˈmɐ̃w̃/	sm		lemon						limón							citron					Zitrone					llimona					limone
7105	milho	o milho	/ˈmi.ʎu/	/ˈmi.ʎu/	sm		corn						maíz							maïs					Mais					maïs					mais
7106	tangerina	a tangerina	/tɐ̃.ʒe.ˈɾi.nɐ/	/tɐ̃.ʒe.ˈɾi.nɐ/	sf		tangerine						mandarina							mandarine					Mandarine					taronja					clementina
7107	manga	a manga	/ˈmɐ̃.ɡɐ/	/ˈmɐ̃.ɡɐ/	sf		mango						mango							mangue					Mango					mànec					mango
7108	maçã	a maçã	/mɐ.ˈsɐ̃/	/ma.ˈsɐ̃/	sf		apple						manzana							pomme					Apfel					mel					mela
7109	pêssego	o pêssego	/ˈpe.se.ɡu/	/ˈpe.se.ɡu/	sm		peach						melocotón							pêche					Pfirsich					préssec					pesca
7110	melão	o melão	/mɨ.ˈlɐ̃w̃/	/me.ˈlɐ̃w̃/	sm		melon						melón							melon					Melone					meló					melone
7111	melancia	a melancia	/mɨ.ˈlɐ̃.si.ɐ/	/me.ˈlɐ̃.si.ɐ/	sf		watermelon						sandía							pasteque					Wassermelone					síndria					cocomero
7112	marmelo	o marmelo	/mɐɾ.ˈmɛ.lu/	/maɾ.ˈmɛ.lu/	sm		quince						membrillo							coing					Quitte					melmelada					melone
7113	amora	a amora	/ɐ.ˈmo.ɾɐ/	/a.ˈmo.ɾɐ/	sf		blackberry						mora							mûre					Brombeere					morer					mora
7114	nabo	o nabo	/ˈna.bu/	/ˈna.bu/	sm		turnip						nabo							navet					Rübe					nabo					ravanello
7115	laranja	a laranja	/lɐ.ˈɾɐ̃.ʒɐ/	/la.ˈɾɐ̃.ʒɐ/	sf		orange						naranja							orange					Orange					taronja					arancia
7116	nectarina	a nectarina	/nɛk.tɐ.ˈɾi.nɐ/	/ne̞k.ta.ˈɾi.nɐ/	sf		nectarine						nectarina							nectarine					Nektarine					nectarina					nectarina
7117	nêspera	a nêspera	/ˈneʃ.pɛ.ɾɐ/	/ˈneʃ.pɛ.ɾɐ/	sf		medlar						níspero							néflier					Mispel					nispro					néspola
7118	papaia	a papaia	/pɐ.ˈpa.i.ɐ/	/pa.ˈpa.i.ɐ/	sf		papaya						papaya							papaye					Papaya					papallona					papaya
7119	batata	a batata	/bɐ.ˈta.tɐ/	/ba.ˈta.tɐ/	sf		potato						patata							pomme de terre					Kartoffel					patata					patata
7120	pepino	o pepino	/pɨ.ˈpi.nu/	/pi.ˈpi.nu/	sm		cucumber						pepino							concombre					Gurke					cogombre					cetriolo
7121	pera	a pera	/ˈpe.ɾɐ/	/ˈpe.ɾɐ/	sf		pear						pera							poire					Birne					pera					pera
7122	pimentão	o pimentão	/pi.mẽ.ˈtɐ̃w̃/	/pi.mẽ.ˈtɐ̃w̃/	sm		bell pepper						pimiento							poivron					Paprika					pebrot					peperone
7123	ananás, abacaxi	o ananás, o abacaxi	/ɐ.nɐ.ˈnas/, /a.ba.ˈka.ʃi/	/a.nɐ.ˈnas/, /a.ba.ˈka.ʃi/	sm		pineapple						piña							ananas					Ananas					pinya					ananas
7124	banana	a banana	/bɐ.ˈna.nɐ/	/ba.ˈna.nɐ/	sf		banana						plátano							banane					Banane					plàtan					banana
7125	toranja	a toranja	/to.ˈɾɐ̃.ʒɐ/	/to.ˈɾɐ̃.ʒɐ/	sf		grapefruit						pomelo, toronja							pamplemousse					Grapefruit					taronja					pompelmo
7126	rabanete	o rabanete	/ʁɐ.βɐ.ˈnɛ.tɨ/	/ʁɐ.ba.ˈne.ti/	sm		radish						rábano							radis					Rettich					radís					ravanello
7127	beterraba	a beterraba	/bɨ.tɨ.ˈʁa.bɐ/	/be.te.ˈʁa.bɐ/	sf		beet remolacha						remolacha, betabel												Rote Beete					beterraba					barba rossa
7128	melancia	a melancia	/mɨ.ˈlɐ̃.si.ɐ/	/me.ˈlɐ̃.si.ɐ/	sf		watermelon						sandía							sandía					Wassermelone					síndria					cocomero
7129	cogumelo	o cogumelo	/ko.ɡu.ˈmɛ.lu/	/ko.ɡu.ˈmɛ.lu/	sm		mushroom						champiñon, seta							champignon					Pilz					cogombre					funghi
7130	soja	a soja	/ˈso.ʒɐ/	/ˈso.ʒɐ/	sf		soybean						soja							soja					Soja					soja					soia
7131	uva	a uva	/ˈu.vɐ/	/ˈu.vɐ/	sf		grape						uva							raisin					Traube					raïm					uva
7132	cenoura	a cenoura	/sɨ.ˈno.wɾɐ/	/se.ˈno.ɾɐ/	sf		carrot						zanahoria							carotte					Möhre					carabassa					carota
7133	peixes	os peixes	/ˈpej.ʃɨʃ/	/ˈpej.ʃis/	smp		fish						peces							poissons					Fische					peixos					pesce
7134	peixe	o peixe	/ˈpejʃɨ/	/ˈpejʃi/	sm		fish						pez							poisson					Fisch					peix					pesce
7135	moluscos	os moluscos	/mo.ˈluʃ.kuʃ/	/mo.ˈluʃ.kus/	smp		mollusks						moluscos							mollusques					Mollusken					molluscs					molluschi
7136	crustáceos	os crustáceos	/kɾuʃ.ˈta.se.ʊʃ/	/kɾus.ˈta.se.us/	smp		crustaceans						crustáceos							crustacés					Krustentiere					crustacis					crostacei
7137	cefalópodos	os cefalópodos	/sɛ.fɐ.ˈlo.po.duʃ/	/se.fa.ˈlo.po.dus/	smp		cephalopods						cefalópodos							céphalopodes					Kopffüßer					cefalòpodes					cefalopodi
7138	polvo	o polvo	/ˈpoɫ.vu/	/ˈpoɫ.vu/	sm		octopus						pulpo							poulpe					Oktopus					polp					polpo
7139	tamboril	o tamboril	/tɐ̃.bo.ˈɾiɫ/	/tɐ̃.bo.ˈɾil/	sm		monkfish						rape							rascasse					Seeteufel					ratjat					rana pescatrice
7140	rodovalho	o rodovalho	/ʁu.ðu.ˈva.ʎu/	/ʁo.du.ˈva.ʎu/	sm		turbot						rodavallo							turbot					Wolfsbarsch					rodoval					rombo
7141	salmão	o salmão	/sɐw̃.ˈmɐ̃w̃/	/saɫ.ˈmɐ̃w̃/	sm		salmon						salmón							saumon					Lachs					salmó					salmone
7142	salmonete	o salmonete	/sɐw̃.lu.ˈnɛ.tɨ/	/saɫ.mu.ˈnɛ.ti/	sm		red mullet						salmonete							grondin					Rote Meerbarbe					salamó					tenero
7143	sardinha	a sardinha	/sɐɾ.ˈdi.ɲɐ/	/saɾ.ˈdi.ɲɐ/	sf		sardine						sardina							sardine					Sardine					sardina					sardina
7144	choco	o choco	/ˈʃɔ.ku/	/ˈʃɔ.ku/	sm		cuttlefish						sepia, choco							encornet					Tintenfisch					chic					sepia
7145	cadelinha / conquilha	a cadelinha, a conquilha	/ka.ðɨ.ˈɫi.ɲɐ/, /kõ.ˈki.ʎɐ/	/ka.de.ˈli.ɲɐ/, /kõ.ˈki.ʎɐ/	s f		cockle						almeja coquina							Kokkel					Herzmuschel					cadell					murex
7146	truta	a truta	/ˈtɾu.tɐ/	/ˈtɾu.tɐ/	sf		trout						trucha							truite					Forelle					truita					trota
7147	vieira	a vieira	/vi.ˈɐj.ɾɐ/	/vi.ˈej.ɾɐ/	sf		scallop						vieira							coquille					Sankt-Jakob-Muschel					virola					capesante
7148	amêijoa	a amêijoa	/ɐ.ˈmɐj.ʒw̃ɐ/	/a.ˈme.ʒw̃ɐ/	sf		clam						almeja							palourde					Muschel					ametla					vongola
7149	anchova / enchova	a anchova, a enchova	/ɐ̃.ˈʃɔ.vɐ/, /ẽ.ˈʃɔ.vɐ/	/ã.ˈʃɔ.va/, /ẽ.ˈʃɔ.va/	sf		anchovy						anchoa, boquerón							anchois					Sardelle					anxova					acciuga
7150	arenque	o arenque	/ɐ.ˈɾẽ.kɨ/	/a.ˈɾẽ.ki/	sm		herring						arenque							hareng					Hering					arenca					aringa
7151	atum	o atum	/ɐ.ˈtũ/	/a.ˈtũ/	sm		tuna						atún							thon					Thunfisch					tonyina					tonno
7152	bacalhau	o bacalhau	/bɐ.kɐ.ˈʎaw/	/ba.ka.ˈʎaw/	sm		cod						bacalao							morue					Kabeljau					bacallà					baccalà
7153	berbigão	o berbigão	/bɛɾ.ˈbi.ɣɐ̃w̃/	/beɾ.ˈbi.ɣɐ̃w̃/	sm		cockle almeja berberecho						berberecho																						
7154	lavagante	o lavagante	/lɐ.vɐ.ˈɡɐ̃tɨ/	/la.va.ˈɡɐ̃.ti/	sm		lobster						bogavante							homard					Languste					langosta					aragosta
7155	cavala	a cavala	/kɐ.ˈva.lɐ/	/ka.ˈva.lɐ/	sf		mackerel						caballa							maquereau					Makrele					caballa					sgombro
7156	lula	a lula	/ˈlu.lɐ/	/ˈlu.lɐ/	sf		squid						calamar							calmar					Tintenfisch					llúdriga					calamaro
7157	caranguejo	o caranguejo	/ka.ɾɐ̃.ˈɡe.ʒu/	/ka.ɾɐ̃.ˈɡe.ʒu/	sm		crab						cangrejo							crabe					Krabbe					cranc					granchio
7158	carpa	a carpa	/ˈkaɾ.pɐ/	/ˈkaɾ.pɐ/	sf		carp						carpa							carpe					Karpfen					carpa					carpa
7159	dourada	a dourada	/do.ˈɾa.dɐ/	/do.ˈɾa.dɐ/	sf		gilt-head bream						dorada							daurade					Giltheadbrasse					orada					orata
7160	espadarte	o espadarte	/ɨʃ.pɐ.ˈðaɾ.tɨ/	/is.pa.ˈdaɾ.ti/	sm		swordfish						emperador							espadon					Schwertfisch					espatlla					pesce spada
7161	camarões / gambas	os camarões, as gambas	/kɐ.mɐ.ˈɾõj̃ʃ/, /ˈɡɐ̃.bɐʃ/	/ka.ma.ˈɾõj̃ʃ/, /ˈɡɐ̃.bas/	smp sfp		shrimp						gambas							crevette					Garnelen					cambró					gambero
7162	carapau	o carapau	/kɐ.ɾɐ.ˈpaw/	/ka.ɾa.ˈpaw/	sm		horse mackerel						jurel							chinchard					Makrele					macarel					maccarello
7163	lagosta	a lagosta	/lɐ.ˈɡɔʃ.tɐ/	/la.ˈɡɔʃ.tɐ/	sf		lobster						langosta							langouste					Languste					llagosta					aragosta
7164	langostim, lagostins	o langostim, os lagostins	/lɐ̃.ɡuʃ.ˈtĩ, ˈla.ɡuʃ.tĩʃ/	/lɐ̃.ɡuʃ.ˈtĩ, ˈla.ɡuʃ.tĩʃ/	sm smp		prawn						langostinos							crevette					Garnele					llagostí					gamberetto
7165	linguado	o linguado	/lĩ.ɡu.ˈa.du/	/lĩ.ɡwa.ˈdu/	sm		sole						lenguado							sole					Scholle					llenguado					sogliola
7166	robalo	o robalo	/ʁu.ˈba.lu/	/ʁo.ˈba.lu/	sm		sea bass						lubina							bar					Loup de mer					rellotge					branzino
7167	lúcio	o lúcio	/ˈlu.si.u/	/ˈlu.si.u/	sm		pike						lucio							poisson					Hecht					lluciuccio					luccio
7168	mexilhão	o mexilhão	/ˌme.ʃi.ˈʎɐ̃w̃/	/ˌme.ʃi.ˈʎɐ̃w̃/	sm		mussel						mejillón							moule					Muschel					musclo					cozze
7169	pescada	a pescada	/pɨʃ.ˈka.dɐ/	/piʃ.ˈka.dɐ/	sf		hake						merluza							aiglefin					Schellfisch					pelada					pesce
7170	mero	o mero	/ˈmɛ.ɾu/	/ˈme.ɾu/	sm		grouper						mero							mérou					Zackenbarsch					mèrgul					morone
7171	navalha / lingueirão	a navalha, o lingueirão	/nɐ.ˈva.ʎɐ/, /lĩ.ɡɐj.ˈɾɐ̃w̃/	/na.ˈva.ʎɐ/, /lĩ.ɡe.ˈɾɐ̃w̃/	s f		razor clam						navaja							couteau					Meeresmesser					navalla					navaja
7172	ostra	a ostra	/ˈɔʃ.tɾɐ/	/ˈɔʃ.tɾɐ/	sf		oyster						ostra							huître					Auster					ostra					ostrica
7173	percebe	o percebe	/pɨɾ.ˈsɛ.bɨ/	/peɾ.ˈse.bɨ/	sm		barnacle						percebe							pouce-pied					Entenmuschel					peu de porc					capone
7174	porco	o porco	/ˈpoɾ.ku/	/ˈpoɾ.ku/	sm		pork						cerdo							porc					Schweinefleisch					porc					porc
7175	veado	o veado	/vi.ˈa.ðu/	/vi.ˈa.ðu/	sm		deer						ciervo							cerf					Hirsch					cervol					cervo
