o queijo	queijo	o queijo	/u ˈkɐj.ʒu/	/ˈkej.ʒu/	sm		cheese	/tʃiz/	/tʃiːz/	n			queso	/ˈkeso/		sust. masc.				fromage		[fʀɔmaʒ]	nm	je n’ai jamais vraiment aimé les fromages	Käse					formatge					formaggio											Português::Curso::A1 Português::Vocabulario::Alimentos
o frango	frango	o frango	/u ˈfɾɐ̃.gu/	/ˈfɾɐ̃.ɡu/	sm		chicken						pollo							poulet					Huhn					gallina					pollo											Português::Curso::A1 Português::Vocabulario::Alimentos Português::Vocabulario::Alimentos::Carne
os ovos meixidos	ovos meixidos	os ovos meixidos	/uz ˈo.vuʒ mɐj.ˈʃi.duʃ/	/ˈɔ.vuʃ mei.ˈʃi.ðuʃ/	smp		scrambled eggs	/ˈskræmbəld ɛɡz/	/ˈskræmbəld ɛɡz/	np			huevos revueltos							œufs brouillés					Rührei					ous remenats					uova strapazzate											Português::Curso::A1 Português::Vocabulario::Alimentos
os bolos	bolos	os bolos	/uʒ ˈbo.ɫuʃ/	/ˈbɔ.luʃ/	smp		cakes	/keɪks/	/keɪks/	nmp			pasteles							gâteaux					Kuchen					pastissos					torte											Português::Curso::A1 Português::Vocabulario::Alimentos
a salada	salada	a salada	/ɐ sɐ.ˈɫa.dɐ/	/sa.ˈla.ðɐ/	sf		salad	/ˈsæləd/	/ˈsæləd/	n			ensalada						<img src="_en_salad.JPG">	salade					Salat					amanida					insalata											Português::Curso::A1 Português::Vocabulario::Alimentos
a sopa	sopa	a sopa	/ɐ ˈso.pɐ/	/ˈso.pɐ/	sf	En Portugal la sopa es de vegetales y tiene una consistencia cremosa. Se acostumbra siempre en la comida y la cena.	soup	/suːp/	/suːp/	n			sopa							soupe					Suppe					sopa					zuppa											Português::Curso::A1 Português::Vocabulario::Alimentos
o chocolate	chocolate	o chocolate	/u ʃu.ku.ˈɫa.tɨ/	/ʃɔ.ku.ˈla.tʃi/	sm		chocolate	/ˈtʃɒklət/	/ˈtʃɒklət/	n			chocolate							chocolat					Schokolade					xocolata					cioccolato											Português::Curso::A1 Português::Vocabulario::Alimentos
o doce	doce	o doce	/u ˈdo.sɨ/	/ˈdɔ.si/	sm		jam	/dʒæm/	/dʒæm/	n			mermelada							confiture					Marmelade					melmelada					marmellata											Português::Curso::A1 Português::Vocabulario::Alimentos
as panquecas	panquecas	as panquecas	/ɐʃ pɐ̃.ˈke.kɐʃ/	/pɐ̃ˈke.kɐʃ/	sfp		pancakes	/ˈpænkeɪks/	/ˈpænkeɪks/	nmp			tortitas							crêpes					Pfannkuchen					panqueques					pancake											Português::Curso::A1 Português::Vocabulario::Alimentos
uma torrada	torrada	uma torrada	/ˈu.mɐ tu.ˈʁa.dɐ/	/to.ˈʁa.ðɐ/	sf		toast	/toʊst/	/toʊst/	n			tostada							pain grillé					Toast					torrada					pane tostato											Português::Curso::A1 Português::Vocabulario::Alimentos
o mel	mel	o mel	/u ˈmɛɫ/	/ˈmɛw̃/	sm		honey	/ˈhʌni/	/ˈhʌni/	n			miel							miel					Honig					mel					miele											Português::Curso::A1 Português::Vocabulario::Alimentos
a massa	massa	a massa	/ɐ ˈma.sɐ/	/ˈma.sɐ/	sf		pasta	/ˈpæstə/	/ˈpæstə/	np			pasta							pâtes					Nudeln					massa					pasta											Português::Curso::A1 Português::Vocabulario::Alimentos
as papas de aveia	papas de aveia	as papas de aveia	/ɐʃ ˈpa.pɐʒ dɨ ɐ.ˈvɐj.ɐ/	/'pa.pɐʒ dʒi a.ˈve.jɐ/	sfp		oatmeal	/ˈoʊtml̩/	/ˈəʊtmiːl/	n			avena							avoine					Haferflocken					civada					fiocchi d'avena											Português::Curso::A1 Português::Vocabulario::Alimentos
o açúcar	açúcar	o açúcar	/u ɐ.ˈsu.kaɾ/	/aˈsu.kaʁ/	sm		sugar	/ˈʃʊɡər/	/ˈʃʊɡə/	n			azúcar							sucre					Zucker					sucre					zucchero											Português::Curso::A1 Português::Vocabulario::Alimentos
os biscoitos	biscoitos	os biscoitos	/uʒ bɨʃ.ˈkoj.tuʃ/	/bis.ˈkɔj.tus/	smp		cookies	/ˈkʊkiz/	/ˈkʊkiz/	np			galletas							biscuits					Kekse					galetes					biscotti											Português::Curso::A1 Português::Vocabulario::Alimentos
os frutos secos	frutos secos	os frutos secos	/uʃ ˈfɾu.tuʃ ˈse.kuʃ/	/ˈfɾu.tus ˈse.kus/	smp		nuts	/nʌts/	/nʌts/	np			frutos secos							fruits secs					Nüsse					fruit sec					frutta secca											Português::Curso::A1 Português::Vocabulario::Alimentos
o queijo para barrar	queijo para barrar	o queijo para barrar	/u ˈkɐj.ʒu pɐ.ɾɐ ba.ˈʁaɾ/	/ˈkei.ʒu pa.ɾa ˈba.ʁaʁ/	sm		cream cheese	/kriːm tʃiz/	/kriːm tʃiːz/	n			queso para untar							fromage à tartiner					Frischkäse					formatge per untar					formaggio spalmabile											Português::Curso::A1 Português::Vocabulario::Alimentos
o creme	creme	o creme	/u ˈkɾe.mɨ/	/ˈkɾe.mi/	sm		cream	/kriːm/	/kriːm/	n			crema							crème					Sahne					crema					panna											Português::Curso::A1 Português::Vocabulario::Alimentos
o caldo-verde	caldo-verde	o caldo-verde	/u ˈkaɫ.du-ˈveɾ.dɨ/	/ˌkaɫ.ðu ˈveɾ.ði/	sm		caldo verde	/ˈkældu ˈvɛrdi/	/ˈkældəʊ ˈvɜːdi/	n			caldo verde							caldo vert					Grünkohlsuppe					caldo verd					zuppa di cavolo verde											Português::Curso::A1 Português::Vocabulario::Alimentos
a canja	canja	a canja	/ɐ ˈkɐ̃.ʒɐ/	/ˈkɐ̃.ʒɐ/	sf		chicken soup	/ˈʧɪkɪn sup/	/ˈʧɪkɪn suːp/	np			sopa de pollo							soupe au poulet					Hühnersuppe					sopa de pollastre					zuppa di pollo											Português::Curso::A1 Português::Vocabulario::Alimentos
o molho	molho	o molho	/u ˈmo.ʎu/	/ˈmo.ʎu/	sm		sauce	/sɔs/	/sɔːs/	n			salsa							sauce					Soße					salsa					salsa											Português::Curso::A1 Português::Vocabulario::Alimentos
a letria	letria	a letria	/ɐ ɫɨ.ˈtɾi.ɐ/	/leˈtɾi.a/	sf		letria	/ˈlɛtriə/	/ˈlɛtriə/	n			letria							letria					letria					letria					letria											Português::Curso::A1 Português::Vocabulario::Alimentos
o fiambre	fiambre	o fiambre	/u fi.ˈɐ̃.bɾɨ/	/fi.ˈɐ̃bɾi/	sm		ham	/hæm/	/hæm/	n			jamón							jambon					Schinken					pernil dolç					prosciutto cotto											Português::Curso::A1 Português::Vocabulario::Alimentos
o bacon	bacon	o bacon	/u bɐ.ˈkon/	/ˈba.kõ/	sm		bacon	/ˈbeɪkən/	/ˈbeɪkən/	n			bacon							bacon					Speck					bacon					pancetta											Português::Curso::A1 Português::Vocabulario::Alimentos
o fiambre de peito de frango	fiambre de peito de frango	o fiambre de peito de frango	/u fi.ˈɐ̃.bɾɨ dɨ ˈpɐj.tu dɨ ˈfɾɐ̃.gu/	/fi.ˈɐ̃bɾi ði ˈpɐj.tu ði ˈfɾɐ̃.ɡu/	sm		chicken breast ham	/ˈʧɪkɪn brɛst hæm/	/ˈʧɪkɪn brɛst hæm/	n			pechuga de pollo							jambon de poulet					Hähnchenbrustschinken					pernil de pit de pollastre					prosciutto di petto di pollo											Português::Curso::A1 Português::Vocabulario::Alimentos
o presunto	presunto	o presunto	/u pɾɨ.ˈzũ.tu/	/pɾi.ˈzũ.tu/	sm		ham	/hæm/	/hæm/	n			jamón curado							jambon sec					Schinken					pernil					prosciutto crudo											Português::Curso::A1 Português::Vocabulario::Alimentos
o café da manhã	café da manhã (BR)	o café da manhã	/u kɐ.ˈfɛ dɐ mɐ.ˈɲɐ̃/	/ˈka.fe dɐ maˈɲɐ̃/	sm		breakfast	/ˈbrɛkfəst/	/ˈbrɛkfəst/	n			desayuno	/desaˈʝuno/		sust. masc.				petit-déjeuner		pəti deʒœne			Frühstück	das Frühstück				esmorzar					colazione											Português::Curso::A1 Português::Vocabulario::Alimentos::Refeições
o almoço	almoço	o almoço	/u aɫ.ˈmo.su/	/aˈlmu.su/	sm		lunch	/lʌnʧ/	/lʌntʃ/	n			almuerzo							déjeuner					Mittagessen					dinar					pranzo											Português::Curso::A1 Português::Vocabulario::Alimentos::Refeições
o jantar	jantar	o jantar	/u ʒɐ̃.ˈtaɾ/	/ʒɐ̃ˈtaʁ/	sm		dinner	/ˈdɪnər/	/ˈdɪnə/	n			cena							dîner					Abendessen					sopar					cena											Português::Curso::A1 Português::Vocabulario::Alimentos::Refeições
a refeição	refeição	a refeição	/ɐ ʁɨ.fɐj.ˈsɐ̃w/	/ʁi.fɐj.ˈsɐ̃w̃/	sf		meal	/mil/	/miːl/	n			comida							repas					Mahlzeit					àpat					pasto											Português::Curso::A1 Português::Vocabulario::Alimentos::Refeições
o pequeno-almoço (PT)	pequeno-almoço (PT)	o pequeno-almoço	/u pɨ.ˈke.nu-aɫ.ˈmo.su/	/pi.ˌke.nu aɫ.ˈmu.su/	sm		breakfast	/ˈbrɛkfəst/	/ˈbrɛkfəst/	n			desayuno							petit-déjeuner					Frühstück					esmorzar					colazione											Português::Curso::A1 Português::Vocabulario::Alimentos::Refeições
o mata-bicho (ANG)	mata-bicho (ANG	o mata-bicho	/u ˈma.tɐ-ˈbi.ʃu/	/ˌma.ta ˈbi.ʃu/	sm		breakfast	/ˈbrɛkfəst/	/ˈbrɛkfəst/	n			desayuno							petit-déjeuner					Frühstück					esmorzar					colazione											Português::Curso::A1 Português::Vocabulario::Alimentos::Refeições
as refeições	refeições	as refeições	/ɐʒ ʁɨ.fɐj.ˈsõjʃ/		sfp		meals																																							Português::Curso::A1 Português::Vocabulario::Alimentos::Refeições
o peixe	peixe	o peixe	/u ˈpɐj.ʃɨ/	/ˈpej.ʃi/	sm	In Portuguese, the word "peixe" can be used for both the living animal (fish) and the prepared food (fish as a meal).	fish	/fɪʃ/	/fɪʃ/	n			pescado	/pes/		sust. masc.				poisson		[pwasɔ͂]	nm	nous pouvons bien survivre sans manger du poisson	Fisch					peix (aliment)					pesce (cibo)											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o salmão	salmão	o salmão	/u saɫ.ˈmɐ̃w/	/saw̃.ˈlɐ̃w̃/	sm		salmon	/ˈsæmən/	/ˈsæmən/	n		sam-un<br>A type of fish we eat.	salmón							saumon					Lachs					salmó					salmone											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o bacalhau	bacalhau	o bacalhau	/u bɐ.kɐ.ˈʎaw/	/ba.ka.ˈʎaw̃/	sm		codfish	/ˈkɒdˌfɪʃ/	/ˈkɒdˌfɪʃ/	n			bacalao							morue					Kabeljau					bacallà					baccalà											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o polvo	polvo	o polvo	/u ˈpɔɫ.vu/	/ˈpoɫ.vu/	sm		octopus						pulpo							poulpe					Oktopus					polp					polpo											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
as sardinhas	sardinha	as sardinhas	/ɐʃ saɾ.ˈdi.ɲɐʃ/	/saɾ.ˈdi.ɲɐ/	sf		sardine						sardina							sardine					Sardine					sardina					sardina											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
a truta	truta	a truta	/ɐ ˈtɾu.tɐ/	/ˈtɾu.tɐ/	sf		trout						trucha							truite					Forelle					truita					trota											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
a amêijoa	amêijoa	a amêijoa	/ɐ ɐ.ˈmɐj.ʒu.ɐ/	/a.ˈme.ʒw̃ɐ/	sf		clam						almeja							palourde					Muschel					ametla					vongola											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
a anchova	anchova	a anchova	/ɐ ɐ̃.ˈʃo.vɐ/	/ã.ˈʃɔ.va/, /ẽ.ˈʃɔ.va/	sf	Ou  "a enchova"	anchovy						anchoa, boquerón							anchois					Sardelle					anxova					acciuga											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o arenque	arenque	o arenque	/u ɐ.ˈɾẽ.kɨ/	/a.ˈɾẽ.ki/	sm		herring						arenque							hareng					Hering					arenca					aringa											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o atum	atum	o atum	/u ɐ.ˈtũ/	/a.ˈtũ/	sm		tuna						atún							thon					Thunfisch					tonyina					tonno											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o lavagante	lavagante	o lavagante	/u ɫɐ.vɐ.ˈgɐ̃.tɨ/	/la.va.ˈɡɐ̃.ti/	sm		lobster						bogavante							homard					Languste					langosta					aragosta											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
a cavala	cavala	a cavala	/ɐ kɐ.ˈva.ɫɐ/	/ka.ˈva.lɐ/	sf		mackerel						caballa							maquereau					Makrele					caballa					sgombro											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
a lula	lula	a lula	/ɐ ˈɫu.ɫɐ/	/ˈlu.lɐ/	sf		squid						calamar							calmar					Tintenfisch					llúdriga					calamaro											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o caranguejo	caranguejo	o caranguejo	/u kɐ.ɾɐ̃.ˈgɐj.ʒu/	/ka.ɾɐ̃.ˈɡe.ʒu/	sm		crab						cangrejo							crabe					Krabbe					cranc					granchio											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
os camarões, as gambas	camarões / gambas	os camarões, as gambas	/uʃ kɐ.mɐ.ˈɾõjʃ/	/ka.ma.ˈɾõj̃ʃ/, /ˈɡɐ̃.bas/	smp sfp		shrimp						gambas							crevette					Garnelen					cambró					gambero											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o carapau	carapau	o carapau	/u kɐ.ɾɐ.ˈpaw/	/ka.ɾa.ˈpaw/	sm		horse mackerel						jurel							chinchard					Makrele					macarel					maccarello											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
a lagosta	lagosta	a lagosta	/ɐ ɫɐ.ˈgoʃ.tɐ/	/la.ˈɡɔʃ.tɐ/	sf		lobster						langosta							langouste					Languste					llagosta					aragosta											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o mexilhão	mexilhão	o mexilhão	/u mɨ.ʃi.ˈʎɐ̃w/	/ˌme.ʃi.ˈʎɐ̃w̃/	sm		mussel						mejillón							moule					Muschel					musclo					cozze											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
a pescada	pescada	a pescada	/ɐ pɨʃ.ˈka.dɐ/	/piʃ.ˈka.dɐ/	sf		hake						merluza							aiglefin					Schellfisch					pelada					pesce											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
as ostras	ostra	as ostras	/ɐz ˈoʃ.tɾɐʃ/	/ˈɔʃ.tɾɐ/	sf		oyster						ostra							huître					Auster					ostra					ostrica											Português::Curso::A1 Português::Vocabulario::Alimentos::Peixe_e_Moluscos
o óleo	óleo	o óleo	/u ˈɔ.ɫi.u/	/ˈɔ.le.u/	sm		oil						aceite (no de aceituna)							huile					Öl					oli					olio											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
o manjericão	manjericão	o manjericão	/u mɐ̃.ʒɨ.ɾi.ˈkɐ̃w/	/mɐ̃.ʒe.ɾi.ˈkɐ̃w̃/	sm		basil						albahaca							basilic					Basilikum					basilic					basilico											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
o açafrão	açafrão	o açafrão	/u ɐ.sɐ.ˈfɾɐ̃w/	/ɐ.ˈsa.fɾɐ̃w̃/	sm		saffron						azafrán							safran					Safran					safrà					saffron											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
a canela	canela	a canela	/ɐ kɐ.ˈne.ɫɐ/	/sɐ.ˈne.lɐ/	sf		cinnamon						canela							cannelle					Zimt					canella					cannella											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
o coentro	coentro	o coentro	/u ku.ˈẽ.tɾu/	/kwẽ.ˈtɾu/	sm		coriander						cilantro							coriandre					Koriander					coriant					coriandolo											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
o cominho	cominho	o cominho	/u ku.ˈmi.ɲu/	/ku.ˈmi.ɲu/	sm		cumin						comino							cumin					Kreuzkümmel					cumí					comino											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
o louro	louro	o louro	/u ˈɫo.ɾu/	/ˈlow.ɾu/	sm		bay leaf						laurel							laurier					Lorbeer					llorer					alloro											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
a mostarda	mostarda	a mostarda	/ɐ muʃ.ˈtaɾ.dɐ/	/moʃ.ˈtaɾ.dɐ/	sf		mustard						mostaza							moutarde					Most					mostassa					mostarda											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
o orégão	orégão	o orégão	/u o.ˈɾɛ.gɐ̃w/	/o.ˈɾɛ.ɡɐ̃w̃/	sm		oregano						orégano							origan					Oregano					orenga					origano											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
a salsa	salsa	a salsa	/ɐ ˈsaɫ.sɐ/	/ˈsal.sɐ/	sf		parsley						perejil							persil					Petersilie					panyil					prezzemolo											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
a pimenta	pimenta	a pimenta	/ɐ pi.ˈmẽ.tɐ/	/pi.ˈmẽ.tɐ/	sf		pepper						pimienta							poivre					Pfeffer					piment					pepe											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
o vinagre	vinagre	o vinagre	/u vi.ˈna.gɾɨ/	/vi.ˈna.ɡɾi/	sm		vinegar						vinagre							vinaigre					Essig					vinagre					aceto											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
as especiarias	especiarias	as especiarias	/ɐz ʃ.pɨ.si.ɐ.ˈɾi.ɐʃ/	/ˌɛs.pɛ.sɪ.ɐ.ˈri.ɐʃ/	sfp		spices						especias							épices					Gewürze					especíes					spezie											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
as ervas aromáticas	ervas aromáticas	as ervas aromáticas	/ɐz ˈeɾ.vɐz ɐ.ɾu.ˈma.ti.kɐʃ/	/ˈɛr.vɐz a.ɾo.ˈma.ti.kɐʃ/	sfp		herbs						hierbas aromáticas							herbes aromatiques					Kräuter					herbes aromaticas					erbe aromatiche											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
os temperos	temperos	os temperos	/uʃ tẽ.ˈpe.ɾuʃ/	/tẽ.ˈpɛ.ɾus/	smp		seasonings						condimentos, sazonadores							assaisonnements					Gewürze					sazonadures					spezie											Português::Curso::A1 Português::Vocabulario::Alimentos::Temperos
os legumes	legumes	os legumes	/uʒ ɫɨ.ˈgu.mɨʃ/	/ˈlɛ.ɡu.mɨʃ/	smp		vegetables						verduras							légumes					Gemüse					vegetals					verdure											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
as azeitonas	azeitonas	as azeitonas	/ɐz ɐ.zɐj.ˈto.nɐʃ/	/ɐ.zɛj.ˈto.na/	sf		olive						aceituna							olive					Olive					oliva					oliva											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o alho	alho	o alho	/u ˈa.ʎu/	/ˈa.ʎu/	sm		garlic						ajo							ail					Knoblauch					all					iacapo											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o aipo	aipo	o aipo	/u ˈaj.pu/	/ˈaj.pu/	sm		celery						apio							céleri					Sellerie					api					cedro											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
