Dor + Dores (PL)	plural	Dor	Dores	/ˈdoɾ/	/ˈdo.ɾɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Deus + Deuses (PL)	plural	Deus	Deuses	/ˈdewʃ/	/ˈdew.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Lilás + Lilases (PL)	plural	Lilás	Lilases	/ɫi.ˈɫaʃ/	/ɫi.ˈɫa.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Alferes + Alferes (PL)	plural	Alferes	Alferes	/aɫ.ˈfe.ɾɨʃ/	/aɫ.ˈfe.ɾɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Cais + Cais (PL)	plural	Cais	Cais	/ˈkajʃ/	/ˈkajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Cálix + Cálices (PL)	plural	Cálix	Cálices	/ˈka.ɫɨʃ/	/ˈka.ɫi.sɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Códex + Códices (PL)	plural	Códex	Códices	/ˈkɔ.dɨʃ/	/ˈkɔ.di.sɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Ónix + Ónix (PL)	plural	Ónix	Ónix	/ˈɔ.nɨʃ/	/ˈɔ.nɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Tórax + Tórax (PL)	plural	Tórax	Tórax	/ˈtɔ.ɾɐʃ/	/ˈtɔ.ɾɐʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Capital + Capitais (PL)	plural	Capital	Capitais	/kɐ.pi.ˈtaɫ/	/kɐ.pi.ˈtajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Móvel + Móveis (PL)	plural	Móvel	Móveis	/ˈmɔ.vɛɫ/	/ˈmɔ.vɐjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Funil + Funis (PL)	plural	Funil	Funis	/fu.ˈniɫ/	/fu.ˈniʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Réptil + Répteis (PL)	plural	Réptil	Répteis	/ˈʁɛp.tiɫ/	/ˈʁɛp.tɐjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Álcool + Álcoois (PL)	plural	Álcool	Álcoois	/ˈaɫ.ku.ɔɫ/	/ˈaɫ.ku.ojʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Mal + Males (PL)	plural	Mal	Males	/ˈmaɫ/	/ˈma.ɫɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Mel + Meles (PL)	plural	Mel	Meles	/ˈmɛɫ/	/ˈme.ɫɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Fel + Feles (PL)	plural	Fel	Feles	/ˈfɛɫ/	/ˈfe.ɫɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Móbil + Móbiles (PL)	plural	Móbil	Móbiles	/ˈmɔ.biɫ/	/ˈmɔ.bi.ɫɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Cônsul + Cônsules (PL)	plural	Cônsul	Cônsules	/ˈko.suɫ/	/ˈko.su.ɫɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Fim + Fins (PL)	plural	Fim	Fins	/ˈfĩ/	/ˈfĩʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Som + Sons (PL)	plural	Som	Sons	/sõ/	/sõʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Atum + Atuns (PL)	plural	Atum	Atuns	/ɐ.ˈtũ/	/ɐ.ˈtũʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Verão + Verões (PL)	plural	Verão	Verões	/vɨ.ˈɾɐ̃w/	/vɨ.ˈɾõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Corpo + Corpos (PL)	plural	Corpo	Corpos	/ˈkoɾ.pu/	/ˈkoɾ.puʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Garoto + Garotos (PL)	plural	Garoto	Garotos	/gɐ.ˈɾo.tu/	/gɐ.ˈɾo.tuʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Gosto + Gostos (PL)	plural	Gosto	Gostos	/ˈgoʃ.tu/	/ˈgoʃ.tuʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Boné + Bonés (PL)	plural	Boné	Bonés	/bu.ˈnɛ/	/bu.ˈnɛʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Margem + Margens (PL)	plural	Margem	Margens	/ˈmaɾ.ʒɐ̃j/	/ˈmaɾ.ʒɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Situação + Situações (PL)	plural	Situação	Situações	/si.tu.ɐ.ˈsɐ̃w/	/si.tu.ɐ.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Canal + Canais (PL)	plural	Canal	Canais	/kɐ.ˈnaɫ/	/kɐ.ˈnajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Hotel + Hotéis (PL)	plural	Hotel	Hotéis	/o.ˈtɛɫ/	/o.ˈtɛjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Cachecol + Cachecóis (PL)	plural	Cachecol	Cachecóis	/kɐ.ʃɨ.ˈkɔɫ/	/kɐ.ʃɨ.ˈkɔjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Abdómen + Abdomenes (PL)	plural	Abdómen	Abdomenes	/ɐb.ˈdɔ.mɨn/	/ɐb.du.ˈme.nɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Hífen + Hífenes (PL)	plural	Hífen	Hífenes	/ˈi.fɨn/	/ˈi.fɨ.nɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Pólen + Pólenes (PL)	plural	Pólen	Pólenes	/ˈpɔ.ɫɨn/	/ˈpɔ.ɫɨ.nɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Corrimão + Corrimões (PL)	plural	Corrimão	Corrimões	/ku.ʁi.ˈmɐ̃w/	/ku.ʁi.ˈmõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Rei + Reis (PL)	plural	Rei	Reis	/ˈʁɐj/	/ˈʁɐjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Herói + Heróis (PL)	plural	Herói	Heróis	/i.ˈɾɔj/	/i.ˈɾɔjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Pai + Pais (PL)	plural	Pai	Pais	/ˈpaj/	/ˈpajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Natal + Natais (PL)	plural	Natal	Natais	/nɐ.ˈtaɫ/	/nɐ.ˈtajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Direção + Direções (PL)	plural	Direção	Direções	/di.ɾɨ.ˈsɐ̃w/	/di.ɾɨ.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Comboio + Comboios (PL)	plural	Comboio	Comboios	/kõ.ˈboj.u/	/kõ.ˈboj.uʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Conclução + Concluções (PL)	plural	Conclução	Concluções	/kõ.kɫu.ˈsɐ̃w/	/kõ.kɫu.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Sessão + Sessões (PL)	plural	Sessão	Sessões	/sɨ.ˈsɐ̃w/	/sɨ.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Degrau + Degraus (PL)	plural	Degrau	Degraus	/dɨ.ˈgɾaw/	/dɨ.ˈgɾawʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Ação + Ações (PL)	plural	Ação	Ações	/ɐ.ˈsɐ̃w/	/ɐ.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Dinamarquês + Dinamarqueses (PL)	plural	Dinamarquês	Dinamarqueses	/di.nɐ.maɾ.ˈkeʃ/	/di.nɐ.maɾ.ˈke.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Maldição + Maldições (PL)	plural	Maldição	Maldições	/maɫ.di.ˈsɐ̃w/	/maɫ.di.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Exposição + Exposições (PL)	plural	Exposição	Exposições	/ʃ.pu.zi.ˈsɐ̃w/	/ʃ.pu.zi.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Vil + Vis (PL)	plural	Vil	Vis	/ˈviɫ/	/ˈviʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Coleção + Coleções (PL)	plural	Coleção	Coleções	/ku.ɫɨ.ˈsɐ̃w/	/ku.ɫɨ.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Balão + Balões (PL)	plural	Balão	Balões	/bɐ.ˈɫɐ̃w/	/bɐ.ˈɫõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Leão + Leões (PL)	plural	Leão	Leões	/ɫi.ˈɐ̃w/	/ɫi.ˈõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Pau + Paus (PL)	plural	Pau	Paus	/ˈpaw/	/ˈpawʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
População + Populações (PL)	plural	População	Populações	/pu.pu.ɫɐ.ˈsɐ̃w/	/pu.pu.ɫɐ.ˈsõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Projétil + Projéteis (PL)	plural	Projétil	Projéteis	/pɾu.ˈʒɛ.tiɫ/	/pɾu.ˈʒɛ.tɐjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Comum + Comuns (PL)	plural	Comum	Comuns	/ku.ˈmũ/	/ku.ˈmũʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Mãe + Mães (PL)	plural	Mãe	Mães	/ˈmɐ̃j/	/ˈmɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Irmã + Irmãs (PL)	plural	Irmã	Irmãs	/iɾ.ˈmɐ̃/	/iɾ.ˈmɐ̃ʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Geral + Gerais (PL)	plural	Geral	Gerais	/ʒɨ.ˈɾaɫ/	/ʒɨ.ˈɾajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Javali + Javalis (PL)	plural	Javali	Javalis	/ʒɐ.vɐ.ˈɫi/	/ʒɐ.vɐ.ˈɫiʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Plural + Plurais (PL)	plural	Plural	Plurais	/pɫu.ˈɾaɫ/	/pɫu.ˈɾajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Feroz + Ferozes (PL)	plural	Feroz	Ferozes	/fɨ.ˈɾoʃ/	/fɨ.ˈɾo.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Gentil + Gentis (PL)	plural	Gentil	Gentis	/ʒẽ.ˈtiɫ/	/ʒẽ.ˈtiʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Vulcão + Vulcães (PL)	plural	Vulcão	Vulcães	/vuɫ.ˈkɐ̃w/	/vuɫ.ˈkɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Irmão + Irmãos (PL)	plural	Irmão	Irmãos	/iɾ.ˈmɐ̃w/	/iɾ.ˈmɐ̃wʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Milhão + Milhões (PL)	plural	Milhão	Milhões	/mi.ˈʎɐ̃w/	/mi.ˈʎõjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Saudável + Saudáveis (PL)	plural	Saudável	Saudáveis	/saw.ˈda.vɛɫ/	/saw.ˈda.vɐjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Cidadão + Cidadãos (PL)	plural	Cidadão	Cidadãos	/si.dɐ.ˈdɐ̃w/	/si.dɐ.ˈdɐ̃wʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Avestruz + Avestruzes (PL)	plural	Avestruz	Avestruzes	/ɐ.vɨʃ.ˈtɾuʃ/	/ɐ.vɨʃ.ˈtɾu.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Animal + Animais (PL)	plural	Animal	Animais	/ɐ.ni.ˈmaɫ/	/ɐ.ni.ˈmajʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Barril + Barris (PL)	plural	Barril	Barris	/ba.ˈʁiɫ/	/ba.ˈʁiʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Carácter + Caracteres (PL)	plural	Carácter	Caracteres	/kɐ.ˈɾak.tɨɾ/	/kɐ.ɾɐk.ˈte.ɾɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Nuvem + Nuvens (PL)	plural	Nuvem	Nuvens	/ˈnu.vɐ̃j/	/ˈnu.vɐ̃jʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Pires + Pires (PL)	plural	Pires	Pires	/ˈpi.ɾɨʃ/	/ˈpi.ɾɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Ônibus + Ônibus (PL)	plural	Ônibus	Ônibus	/ˈo.ni.buʃ/	/ˈo.ni.buʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Flor + Flores (PL)	plural	Flor	Flores	/ˈfɫoɾ/	/ˈfɫo.ɾɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Horrivel + Horríveis (PL)	plural	Horrivel	Horríveis	/o.ʁi.ˈvɛɫ/	/o.ˈʁi.vɐjʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Francês + Franceses (PL)	plural	Francês	Franceses	/fɾɐ̃.ˈseʃ/	/fɾɐ̃.ˈse.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Condutor + Condutores (PL)	plural	Condutor	Condutores	/kõ.du.ˈtoɾ/	/kõ.du.ˈto.ɾɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
Feliz + Felizes (PL)	plural	Feliz	Felizes	/fɨ.ˈɫiʃ/	/fɨ.ˈɫi.zɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
O lápis + Os lápis (PL)	plural	O lápis	Os lápis	/u ˈɫa.pɨʃ/	/uʒ ˈɫa.pɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
O atlas + Os atlas (PL)	plural	O atlas	Os atlas	/u ˈa.tɫɐʃ/	/uz ˈa.tɫɐʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
O ourives + Os ourives (PL)	plural	O ourives	Os ourives	/u o.ˈɾi.vɨʃ/	/uz o.ˈɾi.vɨʃ/		Português::Curso::A1 Português::Vocabulario::Pares::Plurais
