faca	faca	a faca	<img src="_en_knife.JPG">	/ɐ ˈfa.kɐ/	/ a ˈfakɐ /	sf		knife	/ˈnaɪf/	/ˈnaɪf/	n			cuchillo						couteau					Messer					cotxeillo					coltello											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha::Utensílios Português::Vocabulario::Casa::Cozinha::Utensílios::Talheres
colher	colher	a colher	<img src="_en_spoon.JPG">	/ɐ ku.ˈʎeɾ/	/ a koˈʎeʁ /	sf (pl: colheres)		spoon	/ˈspun/	/ˈspuːn/	n			cuchara						cuillère					Löffel					cullera					cucchiaino											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha::Utensílios Português::Vocabulario::Casa::Cozinha::Utensílios::Talheres
guardanapo	guardanapo	o guardanapo	<img src="_guardanapo.JPG">	/u gwaɾ.dɐ.ˈna.pu/	/ u ɡwaʁdɐˈnapu /	sm		napkin	/ˈnæpkən/	/ˈnæpkɪn/	n			servilleta						serviette					Serviette					nàpia					tovagliolo											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Cozinha::Utensílios
copo	copo	o copo	<img src="_copo_vaso.JPG">	/u ˈko.pu/	/ u ˈkɔpu /	sm		glass	/ˈɡlæs/	/ˈɡlɑːs/	n			vaso						verre					Glas					got					coperta											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Cozinha::Utensílios Português::Vocabulario::Especial::Falso_Amigo
toalha (casa de banho)	toalha	a toalha	<img src="_toalla.JPG">	/ɐ tu.ˈa.ʎɐ/	/ a toˈaʎɐ /	sf		towel	/ˈtaʊəl/	/ˈtaʊəl/	n			toalla						serviette					Handtuch					fulard					asciugamano											Português::Curso::A1 Português::Vocabulario::Actividades::Praia Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
chávena (PT)	chávena	a chávena	<img src="_taza_chávena.JPG">	/ɐ ˈʃa.vɨ.nɐ/	/ a ˈʃavenɐ /	sf		cup (PT)	/ˈkəp/	/ˈkʌp/	n			taza (PT)						tasse (PT)					Tasse (PT)					tassa (PT)					tazza (PT)											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Casa::Cozinha::Utensílios
taça	taça	a taça	<img src="_taça_copa.JPG">	/ɐ ˈta.sɐ/	/ a ˈtasɐ /	sf		glass	/ˈɡlæs/	/ˈɡlɑːs/	n			copa						verre					Glas					tassa					bicchiere											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Cozinha::Utensílios Português::Vocabulario::Especial::Falso_Amigo
garrafa	garrafa	a garrafa	<img src="_garrafa.JPG">	/ɐ ga.ˈʁa.fɐ/	/ a ɡaˈʁafɐ /	sf		bottle	/ˈbɑtl̩/	/ˈbɒtᵊl/	n			botella						bouteille					Flasche					ampolla					bottiglia											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::Paquetes Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Cozinha::Utensílios Português::Vocabulario::Especial::Falso_Amigo
jarra	jarra	a jarra	<img src="_jarra.JPG">	/ɐ ˈʒa.ʁɐ/	/ a ˈʒaʁɐ /	sf		jug	/ˈdʒəɡ/	/ˈdʒʌɡ/	n			jarra						carafe					Krug					jarra					bottiglia											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Casa::Cozinha::Utensílios Português::Vocabulario::Refeições::Utensílios
panela	panela	a panela	<img src="_panela.JPG">	/ɐ pɐ.ˈne.ɫɐ/	/ a pɐˈnɛlɐ /	sf		pot	/ˈpɑt/	/ˈpɒt/	n			olla, cacerola						poele					Pfanne					olla					pentola											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha::Utensílios::Panelas
louça	louça	a louça	<img src="_louça_loz.JPG">	/ɐ ˈɫo.sɐ/	/ a ˈlosɐ /	sf		dishes	/ˈdɪʃəz/	/ˈdɪʃɪz/	npl			vajilla						vaisselle					Geschirr					vaixella					piatti											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Casa::Cozinha
máquina de café	máquina de café	a máquina de café	<img src="_maquina_de_cafe.JPG">	/ɐ ˈma.ki.nɐ dɨ kɐ.ˈfɛ/	/ a ˈmakinɐ dʒi kaˈfɛ /	sf		coffee machine	/ˈkɔfi məˈʃin/	/ˈkɒfi məˈʃiːn/	n			cafetera						machine à café					Kaffeemaschine					màquina de cafè					macchina del caffè											Português::Curso::A1 Português::Vocabulario::Alimentos::Bebidas::Café Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Eletrodomésticos
tigelas	tigelas	as tigelas	<img src="_tigelas.JPG">	/ɐʃ tɨ.ˈʒe.ɫɐʃ/	/ aʃ tʃiˈʒɛlas /	sf		bowls	/ˈboʊlz/	/ˈbəʊlz/	npl			tazones						bols					Schalen					cubs					ciotole											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Cozinha::Utensílios
pratos fundos	pratos fundos	os pratos fundos	<img src="_pratos_fundos.JPG">	/uʃ ˈpɾa.tuʃ ˈfũ.duʃ/	/ uʃ ˈpɾatus ˈfũdus /	sm		deep plates	/ˈdip ˈpleɪts/	/ˈdiːp ˈpleɪts/	npl			platos hondos						assiettes creuses					Teller tief					Plats fondos					piatti fondi											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Cozinha::Utensílios
forno	forno	o forno	<img src="_forno_a_lenha.JPG">&nbsp;<img src="_forno.JPG">	/u ˈfoɾ.nu/	/ u ˈfɔʁnu /	sm		oven	/ˈəvən/	/ˈʌvᵊn/	n			horno						four					Ofen					forn					forno											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Eletrodomésticos
escorredor	escorredor	o escorredor	<img src="_escorredor.JPG">	/u ʃ.ku.ʁɨ.ˈdoɾ/	/ u iskoʁeˈdoʁ /	sm		drainer	/ˈdɹeɪnə˞/	/ˈdreɪnə/	n			escurridor						égouttoir					Abtropffläche					escorredor					scolapasta											Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Tarefas_domésticas
passador	passador	o passador	<img src="_colador.JPG">	/u pɐ.sɐ.ˈdoɾ/	/ u pasaˈdoʁ /	sm		colander	/ˈkɑləndə˞/	/ˈkɒləndə/	n			colador						passoire					Seiher					coleador					colino											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Cozinha::Utensílios::Utensílios
descascador	descascador	o descascador	<img src="_pelador.JPG">	/u dɨʃ.kɐʃ.kɐ.ˈdoɾ/	/ u deskaskaˈdoʁ /	sm		peeler	/ˈpilə˞/	/ˈpiːlə/	n			pelador						épluche-légumes					Schäler					escorredor					sbucciatore											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Cozinha::Utensílios::Utensílios
máquina de lavar	máquina de lavar (roupa)	a máquina de lavar	<img src="_lavadora.JPG">	/ɐ ˈma.ki.nɐ dɨ ɫɐ.ˈvaɾ/	/ a ˈmakinɐ dʒi laˈvaʁ /	sf		washing machine	/ˈwɔʃɪŋ məˈʃin/	/ˈwɒʃɪŋ məˈʃiːn/	n			lavadora						machine à laver					Waschmaschine					llavador (roba)					lavatrice (vestiti)											Português::Curso::A1 Português::Vocabulario::Casa::Eletrodomésticos Português::Vocabulario::Casa::Tarefas_domésticas::Roupa Português::Vocabulario::Pessoas::Roupa Português::Vocabulario::Pessoas::Roupa::Detalhes
vassoura	vassoura	a vassoura	<img src="_vassoura.JPG">	/ɐ vɐ.ˈso.ɾɐ/	/ a vaˈsoɾɐ /	sf		broom	/ˈbɹum/	/ˈbruːm/	n			escoba						balai					Besen					escoba					scopa											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas::Produtos_Limpeza Português::Vocabulario::Especial::Falso_Amigo
luvas (limp)	luvas	as luvas	<img src="_guantes_luvas.JPG">	/ɐʒ ˈɫu.vɐʃ/	/ aʒ ˈluvas /	sf		gloves	/ˈɡləvz/	/ˈɡlʌvz/	npl			guantes						gants					Handschuhe					guants					guanti											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas::Produtos_Limpeza
baldes	baldes	os baldes	<img src="_balde.JPG">	/uʒ ˈbaɫ.dɨʃ/	/ uʒ ˈbawdes /	sm		buckets	/ˈbəkəts/	/ˈbʌkɪts/	npl			cubos						seaux, seau					Eimer					cubs					bidoni											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas::Produtos_Limpeza
panos de chão	panos de chão	os panos de chão	<img src="_panos_de_chao.JPG">	/uʃ ˈpɐ.nuʒ dɨ ˈʃɐ̃w/	/ uʃ ˈpɐnus dʒi ˈʃɐ̃w̃ /	sm		floor cloths	/ˈflɔr ˈklɔðz/	/ˈflɔː ˈklɒθs/	npl			jergas (mx)						chiffons de sol					Bodenlappen					panys de terra					panni da pavimento											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas
panos (limp)	panos	os panos	<img src="_panos.JPG">	/uʃ ˈpɐ.nuʃ/	/ uʃ ˈpɐnus /	sm		cloths	/ˈklɔðz/	/ˈklɒθs/	npl			paños						chiffons					Lappen					panys					panni											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Tarefas_domésticas::Produtos_Limpeza
tabua de engomar	tabua de engomar	a tabua de engomar	<img src="_tabua_de_engomar.JPG">	/ɐ tɐ.ˈbu.ɐ dɨ ẽ.gu.ˈmaɾ/	/ a taˈbuɐ dʒi ẽɡoˈmaʁ /	sf		ironing board	/ˈaɪə˞nɪŋ ˈbɔrd/	/ˈaɪənɪŋ ˈbɔːd/	n			tabla de planchar						planche à repasser					Bügelbrett					taula de planxar					tavola da stiro											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Casa::Tarefas_domésticas::Roupa
estendal	estendal	o estendal	<img src="_estendal.JPG">	/u ʃ.tẽ.ˈdaɫ/	/ u istẽˈdaw /	sm		drying rack	/ˈdɹaɪɪŋ ˈɹæk/	/ˈdraɪɪŋ ˈræk/	n			tendedero						étendoir					Wäscheständer					estenedor					asciugatrice											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Casa::Tarefas_domésticas::Roupa
detergente (roupa)	detergente	o detergente	<img src="_detergente.JPG">	/u dɨ.tɨɾ.ˈʒẽ.tɨ/	/ u deteʁˈʒẽtʃi /	sm		detergent	/dɪˈtɜ˞dʒənt/	/dɪˈtɜːdʒᵊnt/	n			detergente						détergent					Reinigungsmittel					detergent					detersivo											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Tarefas_domésticas::Produtos_Limpeza Português::Vocabulario::Casa::Tarefas_domésticas::Roupa
andar	andar	o andar	<img src="_andar.JPG">	/u ɐ̃.ˈdaɾ/	/ u ɐ̃ˈdaʁ /	sm		floor (as in floor number in a building)	/ˈflɔr/	/ˈflɔː | əz ɪn ˈflɔː ˈnʌmbər ɪn ə ˈbɪldɪŋ |/	n			piso (en un edificio)						plancher					Stockwerk					pis					piano											Português::Curso::A1 Português::Vocabulario::Casa
armario	armario	o armario	<img src="_armario.jpg">	/u aɾ.mɐ.ˈɾi.u/	/ u aʁmaˈɾiu /	sm		wardrobe	/ˈwɔrˌdɹoʊb/	/ˈwɔːdrəʊb/	n			armario (cerrado)						armoire					Schrank					armari					armadio											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Móveis
cadeira	cadeira	a cadeira	<img src="_cadeira_silla_chair.JPG">	/ɐ kɐ.ˈdɐj.ɾɐ/	/ a kaˈdejɾɐ /	sf		chair	/ˈtʃɛr/	/ˈtʃeə/	n			silla						chaise					Stuhl					cadira					sedia											Português::Curso::A1 Português::Vocabulario::Casa::Móveis
esquentador	esquentador	o esquentador	<img src="_esquentador_boiler.JPG">	/u ʃ.kẽ.tɐ.ˈdoɾ/	/ u iskẽtaˈdoʁ /	sm		heater	/ˈhitə˞/	/ˈhiːtə/	n			calentador						chauffe-eau					Heizung					escalfador					scaldabagno											Português::Curso::A1 Português::Vocabulario::Casa
estante	estante	a estante	<img src="_estante_armario.JPG">	/ɐ ʃ.ˈtɐ̃.tɨ/	/ a isˈtɐ̃tʃi /	sf		shelf	/ˈʃɛlf/	/ˈʃelf/	n			estantería, librero						étagère					Regal					prestatge					scaffale											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Móveis
gaveta	gaveta	a gaveta	<img src="_gaveta.JPG">	/ɐ gɐ.ˈve.tɐ/	/ a ɡaˈvɛtɐ /	sf		drawer	/ˈdɹɔə˞/	/ˈdrɔː/	n			cajón						tiroir					Schublade					calaix					cassetto											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Móveis Português::Vocabulario::Casa::Quarto_de_Dormir
janela	janela	a janela	<img src="_janela.JPG">	/ɐ ʒɐ.ˈne.ɫɐ/	/ a ʒɐˈnɛlɐ /	sf		window	/ˈwɪndoʊ/	/ˈwɪndəʊ/	n			ventana						fenêtre					Fenster					finestra					finestra											Português::Curso::A1 Português::Vocabulario::Casa
mesa	mesa	a mesa	<img src="_mesa.JPG">	/ɐ ˈme.zɐ/	/ a ˈmɛzɐ /	sf		table	/ˈteɪbəl/	/ˈteɪbᵊl/	n			mesa						table					Tisch					taula					tavolo											Português::Curso::A1 Português::Vocabulario::Casa::Móveis
prateleira	prateleira	a prateleira	<img src="_prateleira_entrepaño.JPG">	/ɐ pɾɐ.tɨ.ˈɫɐj.ɾɐ/	/ a pɾateˈlejɾɐ /	sf		shelf	/ˈʃɛlf/	/ˈʃelf/	n			entrepaño						étagère					Regal					prestatge					scaffale											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Móveis Português::Vocabulario::Casa::Sala_de_estar
secretária	secretária	a secretária	<img src="_secretaria.JPG">	/ɐ sɨ.kɾɨ.ˈta.ɾi.ɐ/	/ a sekɾeˈtaɾiɐ /	sf		desk	/ˈdɛsk/	/ˈdesk/	n			escritorio						bureau					Schreibtisch					escriptori					scrivania											Português::Curso::A1 Português::Vocabulario::Casa::Móveis Português::Vocabulario::Trabalho
sofá	sofá	o sofá	<img src="en_sofa.JPG">	/u su.ˈfa/	/ u soˈfa /	sm		sofa	/ˈsoʊfə/	/ˈsəʊfə/	n			sillón sofá						canapé					Sofa					sofà					divano											Português::Curso::A1 Português::Vocabulario::Casa::Móveis Português::Vocabulario::Casa::Sala_de_estar
tapete	tapete	o tapete	<img src="_tapete_alfombra_rug.JPG">	/u tɐ.ˈpe.tɨ/	/ u taˈpɛtʃi /	sm		carpet	/ˈkɑrpət/	/ˈkɑːpɪt/	n			alfombra						tapis					Teppich					catifa					tappeto											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Quarto_de_Dormir Português::Vocabulario::Casa::Sala_de_estar
televisão	televisão	a televisão	<img src="_televisao_tv.JPG">	/ɐ tɨ.ɫɨ.vi.ˈzɐ̃w/	/ a televiˈzɐ̃w̃ /	sf		television	/ˈtɛləˌvɪʒən/	/ˈtelɪvɪʒᵊn/	n			televisión						télévision					Fernseher					televisió					televisione											Português::Curso::A1 Português::Vocabulario::Casa::Eletrodomésticos Português::Vocabulario::Casa::Sala_de_estar
varanda	varanda	a varanda	<img src="_varanda_balcon_balcony.JPG">	/ɐ vɐ.ˈɾɐ̃.dɐ/	/ a vaˈɾɐ̃dɐ /	sf		balcony	/ˈbælkəni/	/ˈbælkəni/	n			balcón						balcon					Balkon					balcó					balcone											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Quartos
casa de banho (PT)	casa de banho	a casa de banho	<img src="EN_bathroom.jpg">	/ɐ ˈka.zɐ dɨ ˈbɐ.ɲu/	/ a ˈkazɐ dʒi ˈbɐɲu /	sf		bathroom	/ˈbæθˌɹum/	/ˈbɑːθrʊm/	n			baño (PT)						salle de bains					Badezimmer					bany					bagno											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Casa::Quartos
quarto	quarto	o quarto	<img src="_bedroom_room.JPG"><img src="_room_quartos.JPG">	/u ˈkwaɾ.tu/	/ u ˈkwaʁtu /	sm		bedroom	/ˈbɛdˌɹum/	/ˈbedrʊm/	n			cuarto						chambre					Schlafzimmer					dormitori					camera da letto											Português::Curso::A1 Português::Vocabulario::Casa::Quartos
garagem	garagem	a garagem	<img src="_garage_garagem.jpg">	/ɐ gɐ.ˈɾa.ʒɐ̃j/	/ a ɡaˈɾaʒẽj̃ /	sf		garage	/ɡə˞ˈɹɑʒ/	/ˈɡærɑːʒ/	n			garaje						garage					Garage					garatge					garage											Português::Curso::A1 Português::Vocabulario::Casa::Quartos
cozinha	cozinha	a cozinha	<img src="_cozinha_Kitchen_cocina.JPG">	/ɐ ku.ˈzi.ɲɐ/	/ a koˈziɲɐ /	sf		kitchen	/ˈkɪtʃən/	/ˈkɪtʃᵊn/	n			cocina						cuisine					Küche					cuina					cucina											Português::Curso::A1 Português::Vocabulario::Casa::Quartos
sala de estar	sala de estar	a sala de estar	<img src="_sala_de_estar.JPG">	/ɐ ˈsa.ɫɐ dɨ ʃ.ˈtaɾ/	/ a ˈsalɐ dʒi isˈtaʁ /	sf		living room	/ˈlɪvɪŋ ˈɹum/	/ˈlɪvɪŋ ˈruːm/	n			salón						salon					Wohnzimmer					sala d'estar					soggiorno											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Quartos Português::Vocabulario::Casa::Sala_de_estar
sala de jantar	sala de jantar	a sala de jantar	<img src="EN_dining_room.jpg">	/ɐ ˈsa.ɫɐ dɨ ʒɐ̃.ˈtaɾ/	/ a ˈsalɐ dʒi ʒɐ̃ˈtaʁ /	sf		dining room	/ˈdaɪnɪŋ ˈɹum/	/ˈdaɪnɪŋ ˈruːm/	n			comedor						salle à manger					Esszimmer					menjador					sala da pranzo											Português::Curso::A1 Português::Vocabulario::Casa::Quartos Português::Vocabulario::Casa::Sala_de_jantar
telhado	telhado	o telhado	<img src="_telhado_tejado_roof.JPG">	/u tɨ.ˈʎa.du/	/ u teˈʎadu /	sm	Cobertura&nbsp;superior&nbsp;e&nbsp;externa&nbsp;dos&nbsp;edifícios.&nbsp; Conjunto&nbsp;das&nbsp;telhas&nbsp;que&nbsp;cobrem&nbsp;uma&nbsp;casa.	roof	/ˈɹuf/	/ˈruːf/	n			tejado						toit					Dach					sostre					tetto											Português::Curso::A1 Português::Vocabulario::Casa
divisão (casa)	divisão	a divisão	<img src="_room_quartos.JPG">	/ɐ dɨ.vi.ˈzɐ̃w/	/ a dʒiviˈzɐ̃w̃ /	sf		division	/dəˈvɪʒən/	/dɪˈvɪʒᵊn/	n			división						division					Abteilung					divisió					divisione											Português::Curso::A1 Português::Vocabulario::Casa::Quartos
kitchenette (PT)	kitchenette (cozinha aberta)	a kitchenette (cozinha aberta)	<img src="_kitchenette_open_kitchen_cocina_abierta.JPG">	/ɐ kit.ʃɨ.ˈnet.tɨ/ /ku.ˈzi.ɲɐ ɐ.ˈbeɾ.tɐ/	/ a itʃeˈnɛttʃi | koˈziɲɐ aˈbɛʁtɐ | /	sf		kitchenette (PT)	/ˌkɪtʃəˈnɛt/	/ˌkɪtʃɪˈnet/	n			cocina americana (PT)						kitchenette					Küchenzeile					cuina americana					cucina											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha Português::Vocabulario::Casa::Quartos
quintal (PT)	quintal	o quintal	<img src="_quintal.JPG">	/u kĩ.ˈtaɫ/	/ u kĩˈtaw /	sm	Terreno, ger. com jardim ou horta, atrás de uma casa de moradia ou junto a ela. Pátio (BR).	backyard	/ˈbækˈjɑrd/	/ˌbækˈjɑːd/	n			patio						cour					Hinterhof					pati					cortile											Português::Curso::A1 Português::Vocabulario::Casa::Quartos
terraço	terraço	o terraço	<img src="_terraço_terraza.JPG">	/u tɨ.ˈʁa.su/	/ u teˈʁasu /	sm		terrace	/ˈtɛrəs/	/ˈterəs/	n			terraza						terrasse					Terrasse					terrassa					terrazzo											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Quartos Português::Vocabulario::Especial::Falso_Amigo
marquise	marquise	a marquise	<img src="marquise_terraza cerrada.jpg">	/ɐ maɾ.ˈki.zɨ/	/ a maʁˈkizi /	sf		closed terrace	/ˈɔnɪŋ/	/ˈɔːnɪŋ/	n			terraza cerrada						terrasse fermée																										Português::Curso::A1 Português::Vocabulario::Casa::Quartos
sala	sala	a sala	<img src="_sala_de_estar.JPG">	/ɐ ˈsa.ɫɐ/	/ a ˈsalɐ /	sf		room	/ˈɹum/	/ˈruːm/	n			sala						salle					Zimmer					sala					sala											Português::Curso::A1 Português::Vocabulario::Casa::Quartos Português::Vocabulario::Casa::Sala_de_estar
escritório	escritório	o escritório	<img src="_escritorio_office_oficina.JPG">	/u ʃ.kɾi.ˈtɔ.ɾi.u/	/ u iskɾiˈtɔɾiu /	sm		office	/ˈɑfəs/	/ˈɒfɪs/	n			oficina						bureau					Büro					oficina					ufficio											Português::Curso::A1 Português::Vocabulario::Casa::Quartos Português::Vocabulario::Especial::Falso_Amigo Português::Vocabulario::Trabalho
sotão	sotão	o sotão	<img src="_sotao_buhardilla.JPG">	/u su.ˈtɐ̃w/	/ u soˈtɐ̃w̃ /	sm		attic	/ˈætɪk/	/ˈætɪk/	n			buhardilla						grenier					Dachboden					golfes					soffitta											Português::Curso::A1 Português::Vocabulario::Casa::Quartos Português::Vocabulario::Especial::Falso_Amigo
cave (andar,PT)	cave	a cave	<img src="_cave_sótano.JPG">	/ɐ ˈka.vɨ/	/ a ˈkavi /	sf		basement apartment (PT)			n			apartamento en sótano (PT)						cave					Keller					soterrani					cantina											Português::Curso::A1 Português::Vocabulario::Casa
chão	chão	o chão	<img src="_chao_piso_floor.JPG">	/u ˈʃɐ̃w/	/ u ˈʃɐ̃w̃ /	sm		floor	/ˈflɔr/	/ˈflɔː/	n			suelo						sol					Boden					terra					pavimento											Português::Curso::A1 Português::Vocabulario::Casa
teto	teto	o teto	<img src="_teto_ceiling.JPG">	/u ˈte.tu/	/ u ˈtɛtu /	sm		ceiling	/ˈsilɪŋ/	/ˈsiːlɪŋ/	n			techo						plafond					Decke					sostre					soffitto											Português::Curso::A1 Português::Vocabulario::Casa
paredes	paredes	as paredes	<img src="_parede_wall.JPG">	/ɐʃ pɐ.ˈɾe.dɨʃ/	/ aʃ paˈɾɛdes /	sf		wall	/ˈwɔl/	/ˈwɔːl/	n			paredes						mur					Wand					paret					parete											Português::Curso::A1 Português::Vocabulario::Casa
casa	casa	a casa	<img src="_casa.JPG">	/ɐ ˈka.zɐ/	/ a ˈkazɐ /	sf		house	/ˈhaʊs/	/ˈhaʊs/	n			casa						maison					Haus					casa					casa											Português::Curso::A1 Português::Vocabulario::Casa
